".","nnGroupCat","Compound","GroupCat","AtomicMassofX","AtomicMassofXprime","AtomicMassofB","AtomicMassofBprime","AtomicMassofA","AtomicMassofAprime","ARENofX","ARENofXprime","ARENofB","ARENofBprime","ARENofA","ARENofAprime","r_XIIofA","r_XIIofAprime","r_VIofBprime","r_VIofB","rofX","rofXprime","CrystalRadiusofA","CrystalRadiusofAprime","CrystalRadiusofBprime","CrystalRadiusofX","CrystalRadiusofXprime","CrystalRadiusofB","IonicRadiiofX","IonicRadiiofXprime","IonicRadiiofB","IonicRadiiofBprime","IonicRadiiofA","IonicRadiiofAprime","IonizationPotentialofX","IonizationPotentialofXprime","IonizationPotentialofB","IonizationPotentialofBprime","IonizationPotentialofA","IonizationPotentialofAprime","PaulingENofX","PaulingENofXprime","PaulingENofB","PaulingENofBprime","PaulingENofA","PaulingENofAprime","ZungerRadiiofX","ZungerRadiiofXprime","ZungerRadiiofB","ZungerRadiiofBprime","ZungerRadiiofA","ZungerRadiiofAprime","BoilingPtofA","BoilingPtofAprime","BoilingPtofB","BoilingPtofX","BoilingPtofXprime","BoilingPtofBprime","CoefficientofLinearThermalExpansionatSpecofA","CoefficientofLinearThermalExpansionatSpecofAprime","CoefficientofLinearThermalExpansionatSpecofB","CoefficientofLinearThermalExpansionatSpecofBprime","DensityatSpecofA","DensityatSpecofAprime","DensityatSpecofB","DensityatSpecofBprime","EnthalpyofFusionofA","EnthalpyofFusionofAprime","EnthalpyofFusionofB","EnthalpyofFusionofBprime","MeltingPtofA","MeltingPtofAprime","MeltingPtofB","MeltingPtofBprime","SpecificHeatCapacityofA","SpecificHeatCapacityofAprime","SpecificHeatCapacityofB","SpecificHeatCapacityofBprime","ThermalHeatConductivityofA","ThermalHeatConductivityofAprime","ThermalHeatConductivityofB","ThermalHeatConductivityofBprime","rA","rB","rX","ToleranceBVP"
2,"3","Sr2AlSbO6",3,15.9994,15.9994,26.981538,121.76,87.62,87.62,3.5,3.5,1.47,1.82,0.99,0.99,1.571,1.571,0.799,0.666,1.21,1.21,1.32,1.32,0.74,1.26,1.26,0.675,1.4,1.4,0.54,0.6,1.18,1.18,13.61806,13.61806,5.98577,8.6084,5.6949,5.6949,3.44,3.44,1.61,2.05,0.95,0.95,0.285,0.285,0.77,0.83,1.42,1.42,1382,1382,2519,-182.962,-182.962,1587,22.5,22.5,23.1,11,2.64,2.64,2.7,6.68,84.8,84.8,399.9,162.5,777,777,660.32,630.63,0.306,0.306,0.904,0.207,0.353,0.353,2.37,0.243,1.571,0.7325,1.21,1.012336658
1,"5","Sr2CaMoO6",5,15.9994,15.9994,40.078,95.94,87.62,87.62,3.5,3.5,1.04,1.3,0.99,0.99,1.571,1.571,0.7,1.163,1.21,1.21,1.32,1.32,0.73,1.26,1.26,1.14,1.4,1.4,1,0.59,1.18,1.18,13.61806,13.61806,6.11316,7.09243,5.6949,5.6949,3.44,3.44,1,2.16,0.95,0.95,0.285,0.285,1.32,1.22,1.42,1.42,1382,1382,1484,-182.962,-182.962,4639,22.5,22.5,22.3,4.8,2.64,2.64,1.54,10.2,84.8,84.8,213.1,390.7,777,777,842,2622,0.306,0.306,0.646,0.251,0.353,0.353,2,1.38,1.571,0.9315,1.21,0.918264748
1,"5","Sr2CoNbO6",5,15.9994,15.9994,58.9332,92.90638,87.62,87.62,3.5,3.5,1.7,1.23,0.99,0.99,1.571,1.571,0.768,0.683,1.21,1.21,1.32,1.32,0.78,1.26,1.26,0.75,1.4,1.4,0.55,0.64,1.18,1.18,13.61806,13.61806,7.881,6.75885,5.6949,5.6949,3.44,3.44,1.88,1.6,0.95,0.95,0.285,0.285,0.92,1.23,1.42,1.42,1382,1382,2927,-182.962,-182.962,4744,22.5,22.5,13,7.3,2.64,2.64,8.86,8.57,84.8,84.8,272.5,323,777,777,1495,2477,0.306,0.306,0.421,0.265,0.353,0.353,1,0.537,1.571,0.7255,1.21,1.015997912
1,"5","Sr2CoRuO6",5,15.9994,15.9994,58.9332,101.07,87.62,87.62,3.5,3.5,1.7,1.42,0.99,0.99,1.571,1.571,0.757,0.683,1.21,1.21,1.32,1.32,0.705,1.26,1.26,0.75,1.4,1.4,0.55,0.57,1.18,1.18,13.61806,13.61806,7.881,7.3605,5.6949,5.6949,3.44,3.44,1.88,2.2,0.95,0.95,0.285,0.285,0.92,1.145,1.42,1.42,1382,1382,2927,-182.962,-182.962,4150,22.5,22.5,13,6.4,2.64,2.64,8.86,12.1,84.8,84.8,272.5,381.8,777,777,1495,2333,0.306,0.306,0.421,0.238,0.353,0.353,1,1.17,1.571,0.72,1.21,1.018893243
2,"3","Sr2CoTaO6",3,15.9994,15.9994,58.9332,180.9479,87.62,87.62,3.5,3.5,1.7,1.33,0.99,0.99,1.571,1.571,0.777,0.683,1.21,1.21,1.32,1.32,0.78,1.26,1.26,0.75,1.4,1.4,0.55,0.64,1.18,1.18,13.61806,13.61806,7.881,7.5496,5.6949,5.6949,3.44,3.44,1.88,1.5,0.95,0.95,0.285,0.285,0.92,1.28,1.42,1.42,1382,1382,2927,-182.962,-182.962,5458,22.5,22.5,13,6.3,2.64,2.64,8.86,16.4,84.8,84.8,272.5,202.1,777,777,1495,3007,0.306,0.306,0.421,0.14,0.353,0.353,1,0.575,1.571,0.73,1.21,1.013641216
3,"16","Sr2CrMnO6",16,15.9994,15.9994,51.9961,54.938049,87.62,87.62,3.5,3.5,1.56,1.6,0.99,0.99,1.571,1.571,0.693,0.75,1.21,1.21,1.32,1.32,0.67,1.26,1.26,0.69,1.4,1.4,0.55,0.53,1.18,1.18,13.61806,13.61806,6.7665,7.43402,5.6949,5.6949,3.44,3.44,1.66,1.55,0.95,0.95,0.285,0.285,1.07,0.99,1.42,1.42,1382,1382,2671,-182.962,-182.962,2061,22.5,22.5,4.9,21.7,2.64,2.64,7.15,7.3,84.8,84.8,404,235,777,777,1907,1246,0.306,0.306,0.45,0.479,0.353,0.353,0.937,0.0782,1.571,0.7215,1.21,1.018101972
2,"3","Sr2CrNbO6",3,15.9994,15.9994,51.9961,92.90638,87.62,87.62,3.5,3.5,1.56,1.23,0.99,0.99,1.571,1.571,0.768,0.77,1.21,1.21,1.32,1.32,0.78,1.26,1.26,0.755,1.4,1.4,0.62,0.64,1.18,1.18,13.61806,13.61806,6.7665,6.75885,5.6949,5.6949,3.44,3.44,1.66,1.6,0.95,0.95,0.285,0.285,1.07,1.23,1.42,1.42,1382,1382,2671,-182.962,-182.962,4744,22.5,22.5,4.9,7.3,2.64,2.64,7.15,8.57,84.8,84.8,404,323,777,777,1907,2477,0.306,0.306,0.45,0.265,0.353,0.353,0.937,0.537,1.571,0.769,1.21,0.993665467
1,"5","Sr2CrSbO6",5,15.9994,15.9994,51.9961,121.76,87.62,87.62,3.5,3.5,1.56,1.82,0.99,0.99,1.571,1.571,0.799,0.77,1.21,1.21,1.32,1.32,0.74,1.26,1.26,0.755,1.4,1.4,0.62,0.6,1.18,1.18,13.61806,13.61806,6.7665,8.6084,5.6949,5.6949,3.44,3.44,1.66,2.05,0.95,0.95,0.285,0.285,1.07,0.83,1.42,1.42,1382,1382,2671,-182.962,-182.962,1587,22.5,22.5,4.9,11,2.64,2.64,7.15,6.68,84.8,84.8,404,162.5,777,777,1907,630.63,0.306,0.306,0.45,0.207,0.353,0.353,0.937,0.243,1.571,0.7845,1.21,0.985943323
1,"5","Sr2CuMoO6",5,15.9994,15.9994,63.546,95.94,87.62,87.62,3.5,3.5,1.75,1.3,0.99,0.99,1.571,1.571,0.7,0.875,1.21,1.21,1.32,1.32,0.73,1.26,1.26,0.87,1.4,1.4,0.73,0.59,1.18,1.18,13.61806,13.61806,7.72638,7.09243,5.6949,5.6949,3.44,3.44,1.9,2.16,0.95,0.95,0.285,0.285,0.88,1.22,1.42,1.42,1382,1382,2562,-182.962,-182.962,4639,22.5,22.5,16.5,4.8,2.64,2.64,8.96,10.2,84.8,84.8,203.5,390.7,777,777,1084.62,2622,0.306,0.306,0.384,0.251,0.353,0.353,4.01,1.38,1.571,0.7875,1.21,0.984462557
1,"5","Sr2FeRuO6",5,15.9994,15.9994,55.845,101.07,87.62,87.62,3.5,3.5,1.64,1.42,0.99,0.99,1.571,1.571,0.757,0.805,1.21,1.21,1.32,1.32,0.705,1.26,1.26,0.69,1.4,1.4,0.55,0.57,1.18,1.18,13.61806,13.61806,7.9024,7.3605,5.6949,5.6949,3.44,3.44,1.83,2.2,0.95,0.95,0.285,0.285,0.95,1.145,1.42,1.42,1382,1382,2861,-182.962,-182.962,4150,22.5,22.5,11.8,6.4,2.64,2.64,7.87,12.1,84.8,84.8,247.3,381.8,777,777,1538,2333,0.306,0.306,0.449,0.238,0.353,0.353,0.802,1.17,1.571,0.781,1.21,0.987676524
2,"3","Sr2GaNbO6",3,15.9994,15.9994,69.723,92.90638,87.62,87.62,3.5,3.5,1.82,1.23,0.99,0.99,1.571,1.571,0.768,0.776,1.21,1.21,1.32,1.32,0.78,1.26,1.26,0.76,1.4,1.4,0.62,0.64,1.18,1.18,13.61806,13.61806,5.9993,6.75885,5.6949,5.6949,3.44,3.44,1.81,1.6,0.95,0.95,0.285,0.285,0.76,1.23,1.42,1.42,1382,1382,2204,-182.962,-182.962,4744,22.5,22.5,18,7.3,2.64,2.64,5.91,8.57,84.8,84.8,80,323,777,777,29.767,2477,0.306,0.306,0.374,0.265,0.353,0.353,0.406,0.537,1.571,0.772,1.21,0.992161432
2,"3","Sr2MnTaO6",3,15.9994,15.9994,54.938049,180.9479,87.62,87.62,3.5,3.5,1.6,1.33,0.99,0.99,1.571,1.571,0.777,0.806,1.21,1.21,1.32,1.32,0.78,1.26,1.26,0.72,1.4,1.4,0.58,0.64,1.18,1.18,13.61806,13.61806,7.43402,7.5496,5.6949,5.6949,3.44,3.44,1.55,1.5,0.95,0.95,0.285,0.285,0.99,1.28,1.42,1.42,1382,1382,2061,-182.962,-182.962,5458,22.5,22.5,21.7,6.3,2.64,2.64,7.3,16.4,84.8,84.8,235,202.1,777,777,1246,3007,0.306,0.306,0.479,0.14,0.353,0.353,0.0782,0.575,1.571,0.7915,1.21,0.982495108
1,"5","Sr2MnWO6",5,15.9994,15.9994,54.938049,183.84,87.62,87.62,3.5,3.5,1.6,1.4,0.99,0.99,1.571,1.571,0.71,0.986,1.21,1.21,1.32,1.32,0.74,1.26,1.26,0.81,1.4,1.4,0.83,0.6,1.18,1.18,13.61806,13.61806,7.43402,7.864,5.6949,5.6949,3.44,3.44,1.55,1.7,0.95,0.95,0.285,0.285,0.99,1.22,1.42,1.42,1382,1382,2061,-182.962,-182.962,5555,22.5,22.5,21.7,4.5,2.64,2.64,7.3,19.3,84.8,84.8,235,284.5,777,777,1246,3414,0.306,0.306,0.479,0.132,0.353,0.353,0.0782,1.74,1.571,0.848,1.21,0.955521846
1,"5","Sr2NiWO6",5,15.9994,15.9994,58.6934,183.84,87.62,87.62,3.5,3.5,1.75,1.4,0.99,0.99,1.571,1.571,0.71,0.85,1.21,1.21,1.32,1.32,0.74,1.26,1.26,0.83,1.4,1.4,0.69,0.6,1.18,1.18,13.61806,13.61806,7.6398,7.864,5.6949,5.6949,3.44,3.44,1.91,1.7,0.95,0.95,0.285,0.285,0.96,1.22,1.42,1.42,1382,1382,2913,-182.962,-182.962,5555,22.5,22.5,13.4,4.5,2.64,2.64,8.9,19.3,84.8,84.8,290.3,284.5,777,777,1455,3414,0.306,0.306,0.445,0.132,0.353,0.353,0.907,1.74,1.571,0.78,1.21,0.988172843
2,"3","Sr2ScBiO6",3,15.9994,15.9994,44.95591,208.98038,87.62,87.62,3.5,3.5,1.2,1.67,0.99,0.99,1.571,1.571,0.917,0.895,1.21,1.21,1.32,1.32,0.9,1.26,1.26,0.885,1.4,1.4,0.75,0.76,1.18,1.18,13.61806,13.61806,6.5615,7.2856,5.6949,5.6949,3.44,3.44,1.36,1.9,0.95,0.95,0.285,0.285,1.22,0.92,1.42,1.42,1382,1382,2836,-182.962,-182.962,1564,22.5,22.5,10.2,13.4,2.64,2.64,2.99,9.79,84.8,84.8,314,53.3,777,777,1541,271.4,0.306,0.306,0.567,0.122,0.353,0.353,0.158,0.0787,1.571,0.906,1.21,0.929330793
2,"3","Sr2VMoO6",3,15.9994,15.9994,50.9415,95.94,87.62,87.62,3.5,3.5,1.45,1.3,0.99,0.99,1.571,1.571,1.18,0.724,1.21,1.21,1.32,1.32,0.79,1.26,1.26,0.72,1.4,1.4,0.58,0.65,1.18,1.18,13.61806,13.61806,6.7462,7.09243,5.6949,5.6949,3.44,3.44,1.63,2.16,0.95,0.95,0.285,0.285,1.09,1.22,1.42,1.42,1382,1382,3407,-182.962,-182.962,4639,22.5,22.5,8.4,4.8,2.64,2.64,6,10.2,84.8,84.8,422,390.7,777,777,1910,2622,0.306,0.306,0.489,0.251,0.353,0.353,0.307,1.38,1.571,0.952,1.21,0.909557798
2,"3","Sr2VTaO6",3,15.9994,15.9994,50.9415,180.9479,87.62,87.62,3.5,3.5,1.45,1.33,0.99,0.99,1.571,1.571,0.777,0.789,1.21,1.21,1.32,1.32,0.78,1.26,1.26,0.78,1.4,1.4,0.64,0.64,1.18,1.18,13.61806,13.61806,6.7462,7.5496,5.6949,5.6949,3.44,3.44,1.63,1.5,0.95,0.95,0.285,0.285,1.09,1.28,1.42,1.42,1382,1382,3407,-182.962,-182.962,5458,22.5,22.5,8.4,6.3,2.64,2.64,6,16.4,84.8,84.8,422,202.1,777,777,1910,3007,0.306,0.306,0.489,0.14,0.353,0.353,0.307,0.575,1.571,0.783,1.21,0.986685378
2,"3","Sr2YReO6",3,15.9994,15.9994,88.90585,186.207,87.62,87.62,3.5,3.5,1.11,1.46,0.99,0.99,1.571,1.571,0.717,1.065,1.21,1.21,1.32,1.32,0.72,1.26,1.26,1.04,1.4,1.4,0.9,0.58,1.18,1.18,13.61806,13.61806,6.2171,7.8335,5.6949,5.6949,3.44,3.44,1.22,1.9,0.95,0.95,0.285,0.285,1.32,1.19,1.42,1.42,1382,1382,3345,-182.962,-182.962,5596,22.5,22.5,10.6,6.2,2.64,2.64,4.47,20.8,84.8,84.8,128,324.5,777,777,1522,3186,0.306,0.306,0.298,0.137,0.353,0.353,0.172,0.479,1.571,0.891,1.21,0.935965711
1,"5","Sr2ZnWO6",5,15.9994,15.9994,65.409,183.84,87.62,87.62,3.5,3.5,1.66,1.4,0.99,0.99,1.571,1.571,0.71,0.9,1.21,1.21,1.32,1.32,0.74,1.26,1.26,0.88,1.4,1.4,0.74,0.6,1.18,1.18,13.61806,13.61806,9.3942,7.864,5.6949,5.6949,3.44,3.44,1.65,1.7,0.95,0.95,0.285,0.285,0.82,1.22,1.42,1.42,1382,1382,907,-182.962,-182.962,5555,22.5,22.5,30.2,4.5,2.64,2.64,7.14,19.3,84.8,84.8,108.1,284.5,777,777,419.53,3414,0.306,0.306,0.388,0.132,0.353,0.353,1.16,1.74,1.571,0.805,1.21,0.975912634
2,"3","Sr2ZrMnO6",3,15.9994,15.9994,91.224,54.938049,87.62,87.62,3.5,3.5,1.22,1.6,0.99,0.99,1.571,1.571,0.693,0.868,1.21,1.21,1.32,1.32,0.67,1.26,1.26,0.86,1.4,1.4,0.72,0.53,1.18,1.18,13.61806,13.61806,6.6339,7.43402,5.6949,5.6949,3.44,3.44,1.33,1.55,0.95,0.95,0.285,0.285,1.265,0.99,1.42,1.42,1382,1382,4409,-182.962,-182.962,2061,22.5,22.5,5.7,21.7,2.64,2.64,6.52,7.3,84.8,84.8,230.2,235,777,777,1854,1246,0.306,0.306,0.278,0.479,0.353,0.353,0.227,0.0782,1.571,0.7805,1.21,0.987924621
2,"3","Sr2ZrMoO6",3,15.9994,15.9994,91.224,95.94,87.62,87.62,3.5,3.5,1.22,1.3,0.99,0.99,1.571,1.571,1.18,0.868,1.21,1.21,1.32,1.32,0.79,1.26,1.26,0.86,1.4,1.4,0.72,0.65,1.18,1.18,13.61806,13.61806,6.6339,7.09243,5.6949,5.6949,3.44,3.44,1.33,2.16,0.95,0.95,0.285,0.285,1.265,1.22,1.42,1.42,1382,1382,4409,-182.962,-182.962,4639,22.5,22.5,5.7,4.8,2.64,2.64,6.52,10.2,84.8,84.8,230.2,390.7,777,777,1854,2622,0.306,0.306,0.278,0.251,0.353,0.353,0.227,1.38,1.571,1.024,1.21,0.880243491
2,"3","SrCrO3",3,15.9994,15.9994,51.9961,51.9961,87.62,87.62,3.5,3.5,1.56,1.56,0.99,0.99,1.571,1.571,0.75,0.75,1.21,1.21,1.32,1.32,0.69,1.26,1.26,0.69,1.4,1.4,0.55,0.55,1.18,1.18,13.61806,13.61806,6.7665,6.7665,5.6949,5.6949,3.44,3.44,1.66,1.66,0.95,0.95,0.285,0.285,1.07,1.07,1.42,1.42,1382,1382,2671,-182.962,-182.962,2671,22.5,22.5,4.9,4.9,2.64,2.64,7.15,7.15,84.8,84.8,404,404,777,777,1907,1907,0.306,0.306,0.45,0.45,0.353,0.353,0.937,0.937,1.571,0.75,1.21,1.003297938
2,"3","SrMoO3",3,15.9994,15.9994,95.94,95.94,87.62,87.62,3.5,3.5,1.3,1.3,0.99,0.99,1.571,1.571,1.18,1.18,1.21,1.21,1.32,1.32,0.79,1.26,1.26,0.79,1.4,1.4,0.65,0.65,1.18,1.18,13.61806,13.61806,7.09243,7.09243,5.6949,5.6949,3.44,3.44,2.16,2.16,0.95,0.95,0.285,0.285,1.22,1.22,1.42,1.42,1382,1382,4639,-182.962,-182.962,4639,22.5,22.5,4.8,4.8,2.64,2.64,10.2,10.2,84.8,84.8,390.7,390.7,777,777,2622,2622,0.306,0.306,0.251,0.251,0.353,0.353,1.38,1.38,1.571,1.18,1.21,0.822788267
3,"16","TlCdCl3",7,35.453,35.453,112.411,112.411,204.3833,204.3833,2.83,2.83,1.46,1.46,1.44,1.44,1.833,1.833,1.1,1.1,1.67,1.67,1.64,1.64,1.09,1.67,1.67,1.09,1.81,1.81,0.95,0.95,1.5,1.5,12.96764,12.96764,8.9938,8.9938,6.1082,6.1082,3.16,3.16,1.69,1.69,1.8,1.8,0.5,0.5,0.985,0.985,1.015,1.015,1473,1473,767,-34.04,-34.04,767,29.9,29.9,30.8,30.8,11.8,11.8,8.69,8.69,20.3,20.3,55.2,55.2,304,304,321.07,321.07,0.129,0.129,0.231,0.231,0.461,0.461,0.968,0.968,1.833,1.1,1.67,0.894222041
4,"6","TlCoCl3",6,35.453,35.453,58.9332,58.9332,204.3833,204.3833,2.83,2.83,1.7,1.7,1.44,1.44,1.833,1.833,0.888,0.888,1.67,1.67,1.64,1.64,0.79,1.67,1.67,0.79,1.81,1.81,0.65,0.65,1.5,1.5,12.96764,12.96764,7.881,7.881,6.1082,6.1082,3.16,3.16,1.88,1.88,1.8,1.8,0.5,0.5,0.92,0.92,1.015,1.015,1473,1473,2927,-34.04,-34.04,2927,29.9,29.9,13,13,11.8,11.8,8.86,8.86,20.3,20.3,272.5,272.5,304,304,1495,1495,0.129,0.129,0.421,0.421,0.461,0.461,1,1,1.833,0.888,1.67,0.968332703
1,"5","TlCrO3",5,15.9994,15.9994,51.9961,51.9961,204.3833,204.3833,3.5,3.5,1.56,1.56,1.44,1.44,1.306,1.306,0.77,0.77,1.21,1.21,1.025,1.025,0.755,1.26,1.26,0.755,1.4,1.4,0.62,0.62,0.89,0.89,13.61806,13.61806,6.7665,6.7665,6.1082,6.1082,3.44,3.44,1.66,1.66,1.8,1.8,0.285,0.285,1.07,1.07,1.015,1.015,1473,1473,2671,-182.962,-182.962,2671,29.9,29.9,4.9,4.9,11.8,11.8,7.15,7.15,20.3,20.3,404,404,304,304,1907,1907,0.129,0.129,0.45,0.45,0.461,0.461,0.937,0.937,1.306,0.77,1.21,0.898525587
2,"3","TlCuF3",3,18.9984032,18.9984032,63.546,63.546,204.3833,204.3833,4.1,4.1,1.75,1.75,1.44,1.44,1.833,1.833,0.875,0.875,1.145,1.145,1.64,1.64,0.87,1.19,1.19,0.87,1.33,1.33,0.73,0.73,1.5,1.5,17.42282,17.42282,7.72638,7.72638,6.1082,6.1082,3.98,3.98,1.9,1.9,1.8,1.8,0.25,0.25,0.88,0.88,1.015,1.015,1473,1473,2562,-188.11,-188.11,2562,29.9,29.9,16.5,16.5,11.8,11.8,8.96,8.96,20.3,20.3,203.5,203.5,304,304,1084.62,1084.62,0.129,0.129,0.384,0.384,0.461,0.461,4.01,4.01,1.833,0.875,1.145,1.042457423
3,"16","TlMnI3",7,126.90447,126.90447,54.938049,54.938049,204.3833,204.3833,2.21,2.21,1.6,1.6,1.44,1.44,1.833,1.833,0.986,0.986,2.06,2.06,1.64,1.64,0.81,2.06,2.06,0.81,2.2,2.2,0.83,0.83,1.5,1.5,10.45126,10.45126,7.43402,7.43402,6.1082,6.1082,2.66,2.66,1.55,1.55,1.8,1.8,0.755,0.755,0.99,0.99,1.015,1.015,1473,1473,2061,184.4,184.4,2061,29.9,29.9,21.7,21.7,11.8,11.8,7.3,7.3,20.3,20.3,235,235,304,304,1246,1246,0.129,0.129,0.479,0.479,0.461,0.461,0.0782,0.0782,1.833,0.986,2.06,0.903731681
3,"16","TlPbCl3",16,35.453,35.453,207.2,207.2,204.3833,204.3833,2.83,2.83,1.55,1.55,1.44,1.44,1.833,1.833,1.308,1.308,1.67,1.67,1.64,1.64,1.33,1.67,1.67,1.33,1.81,1.81,1.19,1.19,1.5,1.5,12.96764,12.96764,7.41666,7.41666,6.1082,6.1082,3.16,3.16,1.8,1.8,1.8,1.8,0.5,0.5,0.96,0.96,1.015,1.015,1473,1473,1749,-34.04,-34.04,1749,29.9,29.9,28.9,28.9,11.8,11.8,11.3,11.3,20.3,20.3,23.1,23.1,304,304,327.46,327.46,0.129,0.129,0.127,0.127,0.461,0.461,0.353,0.353,1.833,1.308,1.67,0.831764625
3,"16","TlPbI3",7,126.90447,126.90447,207.2,207.2,204.3833,204.3833,2.21,2.21,1.55,1.55,1.44,1.44,1.833,1.833,1.308,1.308,2.06,2.06,1.64,1.64,1.33,2.06,2.06,1.33,2.2,2.2,1.19,1.19,1.5,1.5,10.45126,10.45126,7.41666,7.41666,6.1082,6.1082,2.66,2.66,1.8,1.8,1.8,1.8,0.755,0.755,0.96,0.96,1.015,1.015,1473,1473,1749,184.4,184.4,1749,29.9,29.9,28.9,28.9,11.8,11.8,11.3,11.3,20.3,20.3,23.1,23.1,304,304,327.46,327.46,0.129,0.129,0.127,0.127,0.461,0.461,0.353,0.353,1.833,1.308,2.06,0.81732978
3,"16","TlSbO3",16,15.9994,15.9994,121.76,121.76,204.3833,204.3833,3.5,3.5,1.82,1.82,1.44,1.44,1.833,1.833,0.799,0.799,1.21,1.21,1.64,1.64,0.74,1.26,1.26,0.74,1.4,1.4,0.6,0.6,1.5,1.5,13.61806,13.61806,8.6084,8.6084,6.1082,6.1082,3.44,3.44,2.05,2.05,1.8,1.8,0.285,0.285,0.83,0.83,1.015,1.015,1473,1473,1587,-182.962,-182.962,1587,29.9,29.9,11,11,11.8,11.8,6.68,6.68,20.3,20.3,162.5,162.5,304,304,630.63,630.63,0.129,0.129,0.207,0.207,0.461,0.461,0.243,0.243,1.833,0.799,1.21,1.071043273
1,"5","Y2CoMnO6",5,15.9994,15.9994,58.9332,54.938049,88.90585,88.90585,3.5,3.5,1.7,1.6,1.11,1.11,1.322,1.322,0.693,0.888,1.21,1.21,1.04,1.04,0.67,1.26,1.26,0.79,1.4,1.4,0.65,0.53,0.9,0.9,13.61806,13.61806,7.881,7.43402,6.2171,6.2171,3.44,3.44,1.88,1.55,1.22,1.22,0.285,0.285,0.92,0.99,1.32,1.32,3345,3345,2927,-182.962,-182.962,2061,10.6,10.6,13,21.7,4.47,4.47,8.86,7.3,128,128,272.5,235,1522,1522,1495,1246,0.298,0.298,0.421,0.479,0.172,0.172,1,0.0782,1.322,0.7905,1.21,0.894973442
3,"16","Y2CuTiO6",16,15.9994,15.9994,63.546,47.867,88.90585,88.90585,3.5,3.5,1.75,1.32,1.11,1.11,1.322,1.322,0.755,0.875,1.21,1.21,1.04,1.04,0.745,1.26,1.26,0.87,1.4,1.4,0.73,0.61,0.9,0.9,13.61806,13.61806,7.72638,6.8281,6.2171,6.2171,3.44,3.44,1.9,1.54,1.22,1.22,0.285,0.285,0.88,1.15,1.32,1.32,3345,3345,2562,-182.962,-182.962,3287,10.6,10.6,16.5,8.6,4.47,4.47,8.96,4.51,128,128,203.5,295.6,1522,1522,1084.62,1670,0.298,0.298,0.384,0.522,0.172,0.172,4.01,0.219,1.322,0.815,1.21,0.884145368
1,"5","YAlO3",5,15.9994,15.9994,26.981538,26.981538,88.90585,88.90585,3.5,3.5,1.47,1.47,1.11,1.11,1.322,1.322,0.666,0.666,1.21,1.21,1.04,1.04,0.675,1.26,1.26,0.675,1.4,1.4,0.54,0.54,0.9,0.9,13.61806,13.61806,5.98577,5.98577,6.2171,6.2171,3.44,3.44,1.61,1.61,1.22,1.22,0.285,0.285,0.77,0.77,1.32,1.32,3345,3345,2519,-182.962,-182.962,2519,10.6,10.6,23.1,23.1,4.47,4.47,2.7,2.7,128,128,399.9,399.9,1522,1522,660.32,660.32,0.298,0.298,0.904,0.904,0.172,0.172,2.37,2.37,1.322,0.666,1.21,0.954368001
1,"5","YFeO3",5,15.9994,15.9994,55.845,55.845,88.90585,88.90585,3.5,3.5,1.64,1.64,1.11,1.11,1.322,1.322,0.805,0.805,1.21,1.21,1.04,1.04,0.69,1.26,1.26,0.69,1.4,1.4,0.55,0.55,0.9,0.9,13.61806,13.61806,7.9024,7.9024,6.2171,6.2171,3.44,3.44,1.83,1.83,1.22,1.22,0.285,0.285,0.95,0.95,1.32,1.32,3345,3345,2861,-182.962,-182.962,2861,10.6,10.6,11.8,11.8,4.47,4.47,7.87,7.87,128,128,247.3,247.3,1522,1522,1538,1538,0.298,0.298,0.449,0.449,0.172,0.172,0.802,0.802,1.322,0.805,1.21,0.888533186
2,"3","Ba2CdOsO6",3,15.9994,15.9994,112.411,190.23,137.327,137.327,3.5,3.5,1.46,1.52,0.97,0.97,1.738,1.738,0.82,1.1,1.21,1.21,1.49,1.49,0.685,1.26,1.26,1.09,1.4,1.4,0.95,0.55,1.35,1.35,13.61806,13.61806,8.9938,8.4382,5.2117,5.2117,3.44,3.44,1.69,2.2,0.89,0.89,0.285,0.285,0.985,1.17,1.515,1.515,1897,1897,767,-182.962,-182.962,5012,20.6,20.6,30.8,5.1,3.62,3.62,8.69,22.59,51.8,51.8,55.2,304.1,727,727,321.07,3033,0.205,0.205,0.231,0.13,0.184,0.184,0.968,0.876,1.738,0.96,1.21,0.960622484
2,"3","Ba2MgOsO6",3,15.9994,15.9994,24.305,190.23,137.327,137.327,3.5,3.5,1.23,1.52,0.97,0.97,1.738,1.738,0.82,0.889,1.21,1.21,1.49,1.49,0.685,1.26,1.26,0.86,1.4,1.4,0.72,0.55,1.35,1.35,13.61806,13.61806,7.64624,8.4382,5.2117,5.2117,3.44,3.44,1.31,2.2,0.89,0.89,0.285,0.285,0.9,1.17,1.515,1.515,1897,1897,1090,-182.962,-182.962,5012,20.6,20.6,24.8,5.1,3.62,3.62,1.74,22.59,51.8,51.8,348.9,304.1,727,727,650,3033,0.205,0.205,1.024,0.13,0.184,0.184,1.56,0.876,1.738,0.8545,1.21,1.009712178
