Compound,X,GroupCat,AtomicMassofB,AtomicMassofBprime,AtomicMassofA,AtomicMassofAprime,ARENofB,ARENofBprime,ARENofA,ARENofAprime,r_XIIofA,r_XIIofAprime,r_VIofBprime,r_VIofB,r_VIIofB,CrystalRadiusofA,CrystalRadiusofAprime,CrystalRadiusofBprime,CrystalRadiusofB,IonicRadiiofB,IonicRadiiofBprime,IonicRadiiofA,IonicRadiiofAprime,IonizationPotentialofB,IonizationPotentialofBprime,IonizationPotentialofA,IonizationPotentialofAprime,PaulingENofB,PaulingENofBprime,PaulingENofA,PaulingENofAprime,ZungerRadiiofB,ZungerRadiiofBprime,ZungerRadiiofA,ZungerRadiiofAprime,BoilingPtofA,BoilingPtofAprime,BoilingPtofB,BoilingPtofBprime,CoefficientofLinearThermalExpansionatSpecofA,CoefficientofLinearThermalExpansionatSpecofAprime,CoefficientofLinearThermalExpansionatSpecofB,CoefficientofLinearThermalExpansionatSpecofBprime,DensityatSpecofA,DensityatSpecofAprime,DensityatSpecofB,DensityatSpecofBprime,EnthalpyofFusionofA,EnthalpyofFusionofAprime,EnthalpyofFusionofB,EnthalpyofFusionofBprime,MeltingPtofA,MeltingPtofAprime,MeltingPtofB,MeltingPtofBprime,SpecificHeatCapacityofA,SpecificHeatCapacityofAprime,SpecificHeatCapacityofB,SpecificHeatCapacityofBprime,ThermalHeatConductivityofA,ThermalHeatConductivityofAprime,ThermalHeatConductivityofB,ThermalHeatConductivityofBprime,rA,rB,ToleranceBVP,Vc
SmRhO3,O,NaN,102.9055,102.9055,150.36,150.36,1.45,1.45,-300,-300,1.391,1.391,0.839,0.839,0.897,1.098,1.098,0.805,0.805,0.67,0.67,0.96,0.96,7.4589,7.4589,5.6436,5.6436,2.28,2.28,1.17,1.17,1.11,1.11,-300,-300,1794,1794,3695,3695,12.7,12.7,8.2,8.2,7.52,7.52,12.4,12.4,57.3,57.3,258.4,258.4,1074,1074,1963,1963,0.196,0.196,0.243,0.243,0.133,0.133,1.5,1.5,1.391,0.839,0.897601141,41.09770705
SmScO3,O,NaN,44.95591,44.95591,150.36,150.36,1.2,1.2,-300,-300,1.391,1.391,0.895,0.895,0.953,1.098,1.098,0.885,0.885,0.75,0.75,0.96,0.96,6.5615,6.5615,5.6436,5.6436,1.36,1.36,1.17,1.17,1.22,1.22,-300,-300,1794,1794,2836,2836,12.7,12.7,10.2,10.2,7.52,7.52,2.99,2.99,57.3,57.3,314,314,1074,1074,1541,1541,0.196,0.196,0.567,0.567,0.133,0.133,0.158,0.158,1.391,0.895,0.873721966,40.0202135
SmScS3,S,NaN,44.95591,44.95591,150.36,150.36,1.2,1.2,-300,-300,1.391,1.391,0.895,0.895,0.953,1.098,1.098,0.885,0.885,0.75,0.75,0.96,0.96,6.5615,6.5615,5.6436,5.6436,1.36,1.36,1.17,1.17,1.22,1.22,-300,-300,1794,1794,2836,2836,12.7,12.7,10.2,10.2,7.52,7.52,2.99,2.99,57.3,57.3,314,314,1074,1074,1541,1541,0.196,0.196,0.567,0.567,0.133,0.133,0.158,0.158,1.391,0.895,0.7059342,40.0202135
SmSiO3,O,16,28.0855,28.0855,150.36,150.36,1.74,1.74,-300,-300,-300,-300,0.564,0.564,0.621,-300,-300,0.54,0.54,0.4,0.4,1.19,1.19,8.15169,8.15169,5.6436,5.6436,1.9,1.9,1.17,1.17,0.68,0.68,-300,-300,1794,1794,-300,-300,12.7,12.7,-300,-300,7.52,7.52,-300,-300,57.3,57.3,-300,-300,1074,1074,-300,-300,0.196,0.196,-300,-300,0.133,0.133,-300,-300,-300,0.564,-300,84.21922076
SmTaO3,O,NaN,180.9479,180.9479,150.36,150.36,1.33,1.33,-300,-300,-300,-300,1.23,1.23,1.287,-300,-300,0.82,0.82,0.68,0.68,1.19,1.19,7.5496,7.5496,5.6436,5.6436,1.5,1.5,1.17,1.17,1.28,1.28,-300,-300,1794,1794,5458,5458,12.7,12.7,6.3,6.3,7.52,7.52,16.4,16.4,57.3,57.3,202.1,202.1,1074,1074,3007,3007,0.196,0.196,0.14,0.14,0.133,0.133,0.575,0.575,-300,1.23,-300,61.51453953
SmTiO3,O,NaN,47.867,47.867,150.36,150.36,1.32,1.32,-300,-300,-300,-300,0.755,0.755,0.812,-300,-300,0.745,0.745,0.61,0.61,1.19,1.19,6.8281,6.8281,5.6436,5.6436,1.54,1.54,1.17,1.17,1.15,1.15,-300,-300,1794,1794,3287,3287,12.7,12.7,8.6,8.6,7.52,7.52,4.51,4.51,57.3,57.3,295.6,295.6,1074,1074,1670,1670,0.196,0.196,0.522,0.522,0.133,0.133,0.219,0.219,-300,0.755,-300,76.15780722
SmTiO3,O,5,47.867,47.867,150.36,150.36,1.32,1.32,-300,-300,-300,-300,0.755,0.755,0.812,-300,-300,0.745,0.745,0.61,0.61,1.19,1.19,6.8281,6.8281,5.6436,5.6436,1.54,1.54,1.17,1.17,1.15,1.15,-300,-300,1794,1794,3287,3287,12.7,12.7,8.6,8.6,7.52,7.52,4.51,4.51,57.3,57.3,295.6,295.6,1074,1074,1670,1670,0.196,0.196,0.522,0.522,0.133,0.133,0.219,0.219,-300,0.755,-300,76.15780722
SmVO3,O,NaN,50.9415,50.9415,150.36,150.36,1.45,1.45,-300,-300,1.391,1.391,0.789,0.789,0.847,1.098,1.098,0.78,0.78,0.64,0.64,0.96,0.96,6.7462,6.7462,5.6436,5.6436,1.63,1.63,1.17,1.17,1.09,1.09,-300,-300,1794,1794,3407,3407,12.7,12.7,8.4,8.4,7.52,7.52,6,6,57.3,57.3,422,422,1074,1074,1910,1910,0.196,0.196,0.489,0.489,0.133,0.133,0.307,0.307,1.391,0.789,0.920052395,42.10999112
SmVO3,O,NaN,50.9415,50.9415,150.36,150.36,1.45,1.45,-300,-300,1.391,1.391,0.789,0.789,0.847,1.098,1.098,0.78,0.78,0.64,0.64,0.96,0.96,6.7462,6.7462,5.6436,5.6436,1.63,1.63,1.17,1.17,1.09,1.09,-300,-300,1794,1794,3407,3407,12.7,12.7,8.4,8.4,7.52,7.52,6,6,57.3,57.3,422,422,1074,1074,1910,1910,0.196,0.196,0.489,0.489,0.133,0.133,0.307,0.307,1.391,0.789,0.920052395,42.10999112
SmYO3,O,16,88.90585,88.90585,150.36,150.36,1.11,1.11,-300,-300,1.391,1.391,1.065,1.065,1.123,1.098,1.098,1.04,1.04,0.9,0.9,0.96,0.96,6.2171,6.2171,5.6436,5.6436,1.22,1.22,1.17,1.17,1.32,1.32,-300,-300,1794,1794,3345,3345,12.7,12.7,10.6,10.6,7.52,7.52,4.47,4.47,57.3,57.3,128,128,1074,1074,1522,1522,0.196,0.196,0.298,0.298,0.133,0.133,0.172,0.172,1.391,1.065,0.808432852,37.06982935
Sr2AlNbO6,O,3,26.981538,92.90638,87.62,87.62,1.47,1.23,0.99,0.99,1.571,1.571,0.768,0.666,0.724,1.32,1.32,0.78,0.675,0.54,0.64,1.18,1.18,5.98577,6.75885,5.6949,5.6949,1.61,1.6,0.95,0.95,0.77,1.23,1.42,1.42,1382,1382,2519,4744,22.5,22.5,23.1,7.3,2.64,2.64,2.7,8.57,84.8,84.8,399.9,323,777,777,660.32,2477,0.306,0.306,0.904,0.265,0.353,0.353,2.37,0.537,1.571,0.717,1.02047948,72.89180499
Sr2AlSbO6,O,3,26.981538,121.76,87.62,87.62,1.47,1.82,0.99,0.99,1.571,1.571,0.799,0.666,0.724,1.32,1.32,0.74,0.675,0.54,0.6,1.18,1.18,5.98577,8.6084,5.6949,5.6949,1.61,2.05,0.95,0.95,0.77,0.83,1.42,1.42,1382,1382,2519,1587,22.5,22.5,23.1,11,2.64,2.64,2.7,6.68,84.8,84.8,399.9,162.5,777,777,660.32,630.63,0.306,0.306,0.904,0.207,0.353,0.353,2.37,0.243,1.571,0.7325,1.012336658,72.35656373
Sr2AlTaO6,O,NaN,26.981538,180.9479,87.62,87.62,1.47,1.33,0.99,0.99,1.571,1.571,0.777,0.666,0.724,1.32,1.32,0.78,0.675,0.54,0.64,1.18,1.18,5.98577,7.5496,5.6949,5.6949,1.61,1.5,0.95,0.95,0.77,1.28,1.42,1.42,1382,1382,2519,5458,22.5,22.5,23.1,6.3,2.64,2.64,2.7,16.4,84.8,84.8,399.9,202.1,777,777,660.32,3007,0.306,0.306,0.904,0.14,0.353,0.353,2.37,0.575,1.571,0.7215,1.018101972,72.73559835
Sr2BiLuO6,O,5,174.967,174.967,87.62,87.62,-300,-300,0.99,0.99,1.571,1.571,-300,1.017,1.075,1.32,1.32,-300,1.001,0.86,-300,1.18,1.18,5.4259,5.4259,5.6949,5.6949,1,1,0.95,0.95,-300,-300,1.42,1.42,1382,1382,3402,3402,22.5,22.5,9.9,9.9,2.64,2.64,9.84,9.84,84.8,84.8,126,126,777,777,1663,1663,0.306,0.306,0.154,0.154,0.353,0.353,0.164,0.164,1.571,-149.4915,-300,-1.031381544
Sr2BiSbO6,O,NaN,208.98038,121.76,87.62,87.62,1.67,1.82,0.99,0.99,1.571,1.571,0.799,1.14,1.198,1.32,1.32,0.74,1.17,1.03,0.6,1.18,1.18,7.2856,8.6084,5.6949,5.6949,1.9,2.05,0.95,0.95,0.92,0.83,1.42,1.42,1382,1382,1564,1587,22.5,22.5,13.4,11,2.64,2.64,9.79,6.68,84.8,84.8,53.3,162.5,777,777,271.4,630.63,0.306,0.306,0.122,0.207,0.353,0.353,0.0787,0.243,1.571,0.9695,0.902254627,64.11987194
Sr2CaMoO6,O,5,40.078,95.94,87.62,87.62,1.04,1.3,0.99,0.99,1.571,1.571,0.7,1.163,1.221,1.32,1.32,0.73,1.14,1,0.59,1.18,1.18,6.11316,7.09243,5.6949,5.6949,1,2.16,0.95,0.95,1.32,1.22,1.42,1.42,1382,1382,1484,4639,22.5,22.5,22.3,4.8,2.64,2.64,1.54,10.2,84.8,84.8,213.1,390.7,777,777,842,2622,0.306,0.306,0.646,0.251,0.353,0.353,2,1.38,1.571,0.9315,0.918264748,52.09064562
Sr2CaMoO6,O,3,40.078,95.94,87.62,87.62,1.04,1.3,0.99,0.99,1.571,1.571,0.7,1.163,1.221,1.32,1.32,0.73,1.14,1,0.59,1.18,1.18,6.11316,7.09243,5.6949,5.6949,1,2.16,0.95,0.95,1.32,1.22,1.42,1.42,1382,1382,1484,4639,22.5,22.5,22.3,4.8,2.64,2.64,1.54,10.2,84.8,84.8,213.1,390.7,777,777,842,2622,0.306,0.306,0.646,0.251,0.353,0.353,2,1.38,1.571,0.9315,0.918264748,52.09064562
Sr2CaOsO6,O,NaN,40.078,190.23,87.62,87.62,1.04,1.52,0.99,0.99,1.571,1.571,0.82,1.163,1.221,1.32,1.32,0.685,1.14,1,0.55,1.18,1.18,6.11316,8.4382,5.6949,5.6949,1,2.2,0.95,0.95,1.32,1.17,1.42,1.42,1382,1382,1484,5012,22.5,22.5,22.3,5.1,2.64,2.64,1.54,22.59,84.8,84.8,213.1,304.1,777,777,842,3033,0.306,0.306,0.646,0.13,0.353,0.353,2,0.876,1.571,0.9915,0.893238228,50.79145492
Sr2CaReO6,O,NaN,40.078,186.207,87.62,87.62,1.04,1.46,0.99,0.99,1.571,1.571,0.65,1.163,1.221,1.32,1.32,0.69,1.14,1,0.55,1.18,1.18,6.11316,7.8335,5.6949,5.6949,1,1.9,0.95,0.95,1.32,1.19,1.42,1.42,1382,1382,1484,5596,22.5,22.5,22.3,6.2,2.64,2.64,1.54,20.8,84.8,84.8,213.1,324.5,777,777,842,3186,0.306,0.306,0.646,0.137,0.353,0.353,2,0.479,1.571,0.9065,0.929111249,52.65180245
Sr2CaTeO6,O,NaN,40.078,127.6,87.62,87.62,1.04,2.01,0.99,0.99,1.571,1.571,0.71,1.163,1.221,1.32,1.32,0.7,1.14,1,0.56,1.18,1.18,6.11316,9.0096,5.6949,5.6949,1,2.1,0.95,0.95,1.32,0.79,1.42,1.42,1382,1382,1484,-300,22.5,22.5,22.3,-300,2.64,2.64,1.54,-300,84.8,84.8,213.1,-300,777,777,842,-300,0.306,0.306,0.646,-300,0.353,0.353,2,-300,1.571,0.9365,0.916125767,51.97984658
Sr2CaUO6,O,NaN,40.078,238.02891,87.62,87.62,1.04,-300,0.99,0.99,1.571,1.571,0.84,1.163,1.221,1.32,1.32,0.87,1.14,1,0.73,1.18,1.18,6.11316,6.19405,5.6949,5.6949,1,1.7,0.95,0.95,1.32,-300,1.42,1.42,1382,1382,1484,4131,22.5,22.5,22.3,13.9,2.64,2.64,1.54,19.1,84.8,84.8,213.1,38.4,777,777,842,1135,0.306,0.306,0.646,0.116,0.353,0.353,2,0.276,1.571,1.0015,0.889199167,50.58119765
Sr2CaWO6,O,NaN,40.078,183.84,87.62,87.62,1.04,1.4,0.99,0.99,1.571,1.571,0.71,1.163,1.221,1.32,1.32,0.74,1.14,1,0.6,1.18,1.18,6.11316,7.864,5.6949,5.6949,1,1.7,0.95,0.95,1.32,1.22,1.42,1.42,1382,1382,1484,5555,22.5,22.5,22.3,4.5,2.64,2.64,1.54,19.3,84.8,84.8,213.1,284.5,777,777,842,3414,0.306,0.306,0.646,0.132,0.353,0.353,2,1.74,1.571,0.9365,0.916125767,51.97984658
Sr2CaWO6,O,3,40.078,183.84,87.62,87.62,1.04,1.4,0.99,0.99,1.571,1.571,0.71,1.163,1.221,1.32,1.32,0.74,1.14,1,0.6,1.18,1.18,6.11316,7.864,5.6949,5.6949,1,1.7,0.95,0.95,1.32,1.22,1.42,1.42,1382,1382,1484,5555,22.5,22.5,22.3,4.5,2.64,2.64,1.54,19.3,84.8,84.8,213.1,284.5,777,777,842,3414,0.306,0.306,0.646,0.132,0.353,0.353,2,1.74,1.571,0.9365,0.916125767,51.97984658
Sr2CdMoO6,O,NaN,112.411,95.94,87.62,87.62,1.46,1.3,0.99,0.99,1.571,1.571,0.7,1.1,1.158,1.32,1.32,0.73,1.09,0.95,0.59,1.18,1.18,8.9938,7.09243,5.6949,5.6949,1.69,2.16,0.95,0.95,0.985,1.22,1.42,1.42,1382,1382,767,4639,22.5,22.5,30.8,4.8,2.64,2.64,8.69,10.2,84.8,84.8,55.2,390.7,777,777,321.07,2622,0.306,0.306,0.231,0.251,0.353,0.353,0.968,1.38,1.571,0.9,0.93197344,52.90347311
Sr2CdReO6,O,NaN,112.411,186.207,87.62,87.62,1.46,1.46,0.99,0.99,1.571,1.571,0.65,1.1,1.158,1.32,1.32,0.69,1.09,0.95,0.55,1.18,1.18,8.9938,7.8335,5.6949,5.6949,1.69,1.9,0.95,0.95,0.985,1.19,1.42,1.42,1382,1382,767,5596,22.5,22.5,30.8,6.2,2.64,2.64,8.69,20.8,84.8,84.8,55.2,324.5,777,777,321.07,3186,0.306,0.306,0.231,0.137,0.353,0.353,0.968,0.479,1.571,0.875,0.943148182,53.48237657
Sr2CdTeO6,O,NaN,112.411,127.6,87.62,87.62,1.46,2.01,0.99,0.99,1.571,1.571,0.71,1.1,1.158,1.32,1.32,0.7,1.09,0.95,0.56,1.18,1.18,8.9938,9.0096,5.6949,5.6949,1.69,2.1,0.95,0.95,0.985,0.79,1.42,1.42,1382,1382,767,-300,22.5,22.5,30.8,-300,2.64,2.64,8.69,-300,84.8,84.8,55.2,-300,777,777,321.07,-300,0.306,0.306,0.231,-300,0.353,0.353,0.968,-300,1.571,0.905,0.929770193,52.78919304
Sr2CdUO6,O,NaN,112.411,238.02891,87.62,87.62,1.46,-300,0.99,0.99,1.571,1.571,0.84,1.1,1.158,1.32,1.32,0.87,1.09,0.95,0.73,1.18,1.18,8.9938,6.19405,5.6949,5.6949,1.69,1.7,0.95,0.95,0.985,-300,1.42,1.42,1382,1382,767,4131,22.5,22.5,30.8,13.9,2.64,2.64,8.69,19.1,84.8,84.8,55.2,38.4,777,777,321.07,1135,0.306,0.306,0.231,0.116,0.353,0.353,0.968,0.276,1.571,0.97,0.902047687,51.34725413
Sr2CdWO6,O,5,112.411,183.84,87.62,87.62,1.46,1.4,0.99,0.99,1.571,1.571,0.71,1.1,1.158,1.32,1.32,0.74,1.09,0.95,0.6,1.18,1.18,8.9938,7.864,5.6949,5.6949,1.69,1.7,0.95,0.95,0.985,1.22,1.42,1.42,1382,1382,767,5555,22.5,22.5,30.8,4.5,2.64,2.64,8.69,19.3,84.8,84.8,55.2,284.5,777,777,321.07,3414,0.306,0.306,0.231,0.132,0.353,0.353,0.968,1.74,1.571,0.905,0.929770193,52.78919304
Sr2CdWO6,O,NaN,112.411,183.84,87.62,87.62,1.46,1.4,0.99,0.99,1.571,1.571,0.71,1.1,1.158,1.32,1.32,0.74,1.09,0.95,0.6,1.18,1.18,8.9938,7.864,5.6949,5.6949,1.69,1.7,0.95,0.95,0.985,1.22,1.42,1.42,1382,1382,767,5555,22.5,22.5,30.8,4.5,2.64,2.64,8.69,19.3,84.8,84.8,55.2,284.5,777,777,321.07,3414,0.306,0.306,0.231,0.132,0.353,0.353,0.968,1.74,1.571,0.905,0.929770193,52.78919304
Sr2CdWO6,O,3,112.411,183.84,87.62,87.62,1.46,1.4,0.99,0.99,1.571,1.571,0.71,1.1,1.158,1.32,1.32,0.74,1.09,0.95,0.6,1.18,1.18,8.9938,7.864,5.6949,5.6949,1.69,1.7,0.95,0.95,0.985,1.22,1.42,1.42,1382,1382,767,5555,22.5,22.5,30.8,4.5,2.64,2.64,8.69,19.3,84.8,84.8,55.2,284.5,777,777,321.07,3414,0.306,0.306,0.231,0.132,0.353,0.353,0.968,1.74,1.571,0.905,0.929770193,52.78919304
Sr2CeHfO6,O,NaN,140.116,178.49,87.62,87.62,-300,1.23,0.99,0.99,1.571,1.571,0.863,0.968,1.025,1.32,1.32,0.85,1.01,0.87,0.71,1.18,1.18,5.5387,6.82507,5.6949,5.6949,1.12,1.3,0.95,0.95,-300,1.3,1.42,1.42,1382,1382,3443,4603,22.5,22.5,6.3,5.9,2.64,2.64,6.77,13.3,84.8,84.8,39,152.4,777,777,798,2233,0.306,0.306,0.192,0.144,0.353,0.353,0.113,0.23,1.571,0.9155,0.925177115,70.37294798
Sr2CeIrO6,O,NaN,140.116,192.217,87.62,87.62,-300,1.55,0.99,0.99,1.571,1.571,0.81,0.968,1.025,1.32,1.32,0.765,1.01,0.87,0.63,1.18,1.18,5.5387,8.967,5.6949,5.6949,1.12,2.2,0.95,0.95,-300,1.16,1.42,1.42,1382,1382,3443,4428,22.5,22.5,6.3,6.4,2.64,2.64,6.77,22.5,84.8,84.8,39,213.9,777,777,798,2446,0.306,0.306,0.192,0.131,0.353,0.353,0.113,1.47,1.571,0.889,0.936857531,71.18782081
Sr2CeIrO6,O,NaN,140.116,192.217,87.62,87.62,-300,1.55,0.99,0.99,1.571,1.571,0.81,0.968,1.025,1.32,1.32,0.765,1.01,0.87,0.63,1.18,1.18,5.5387,8.967,5.6949,5.6949,1.12,2.2,0.95,0.95,-300,1.16,1.42,1.42,1382,1382,3443,4428,22.5,22.5,6.3,6.4,2.64,2.64,6.77,22.5,84.8,84.8,39,213.9,777,777,798,2446,0.306,0.306,0.192,0.131,0.353,0.353,0.113,1.47,1.571,0.889,0.936857531,71.18782081
Sr2CeRuO6,O,16,140.116,101.07,87.62,87.62,-300,1.42,0.99,0.99,1.571,1.571,0.757,1.197,1.255,1.32,1.32,0.705,1.15,1.01,0.57,1.18,1.18,5.5387,7.3605,5.6949,5.6949,1.12,2.2,0.95,0.95,-300,1.145,1.42,1.42,1382,1382,3443,4150,22.5,22.5,6.3,6.4,2.64,2.64,6.77,12.1,84.8,84.8,39,381.8,777,777,798,2333,0.306,0.306,0.192,0.238,0.353,0.353,0.113,1.17,1.571,0.977,0.899160475,63.80893375
Sr2CeTaO6,O,NaN,140.116,180.9479,87.62,87.62,-300,1.33,0.99,0.99,1.571,1.571,1.23,0.968,1.025,1.32,1.32,0.82,1.01,0.87,0.68,1.18,1.18,5.5387,7.5496,5.6949,5.6949,1.12,1.5,0.95,0.95,-300,1.28,1.42,1.42,1382,1382,3443,5458,22.5,22.5,6.3,6.3,2.64,2.64,6.77,16.4,84.8,84.8,39,202.1,777,777,798,3007,0.306,0.306,0.192,0.14,0.353,0.353,0.113,0.575,1.571,1.099,0.851651779,65.20459091
Sr2CeZrO6,O,NaN,140.116,91.224,87.62,87.62,-300,1.22,0.99,0.99,1.571,1.571,0.868,0.968,1.025,1.32,1.32,0.86,1.01,0.87,0.72,1.18,1.18,5.5387,6.6339,5.6949,5.6949,1.12,1.33,0.95,0.95,-300,1.265,1.42,1.42,1382,1382,3443,4409,22.5,22.5,6.3,5.7,2.64,2.64,6.77,6.52,84.8,84.8,39,230.2,777,777,798,1854,0.306,0.306,0.192,0.278,0.353,0.353,0.113,0.227,1.571,0.918,0.924090206,70.29703513
Sr2CoFeO6,O,NaN,58.9332,55.845,87.62,87.62,1.7,1.64,0.99,0.99,1.571,1.571,-300,0.66,0.717,1.32,1.32,0.725,0.67,-300,-300,1.18,1.18,7.881,7.9024,5.6949,5.6949,1.88,1.83,0.95,0.95,0.92,0.95,1.42,1.42,1382,1382,2927,2861,22.5,22.5,13,11.8,2.64,2.64,8.86,7.87,84.8,84.8,272.5,247.3,777,777,1495,1538,0.306,0.306,0.421,0.449,0.353,0.353,1,0.802,1.571,-149.67,-300,-1.098620976
Sr2CoFeO6,O,5,58.9332,55.845,87.62,87.62,1.7,1.64,0.99,0.99,1.571,1.571,-300,0.66,0.717,1.32,1.32,0.725,0.67,-300,-300,1.18,1.18,7.881,7.9024,5.6949,5.6949,1.88,1.83,0.95,0.95,0.92,0.95,1.42,1.42,1382,1382,2927,2861,22.5,22.5,13,11.8,2.64,2.64,8.86,7.87,84.8,84.8,272.5,247.3,777,777,1495,1538,0.306,0.306,0.421,0.449,0.353,0.353,1,0.802,1.571,-149.67,-300,-1.098620976
Sr2CoIrO6,O,NaN,58.9332,192.217,87.62,87.62,1.7,1.55,0.99,0.99,1.571,1.571,0.773,0.683,0.741,1.32,1.32,0.71,0.75,0.55,0.57,1.18,1.18,7.881,8.967,5.6949,5.6949,1.88,2.2,0.95,0.95,0.92,1.16,1.42,1.42,1382,1382,2927,4428,22.5,22.5,13,6.4,2.64,2.64,8.86,22.5,84.8,84.8,272.5,213.9,777,777,1495,2446,0.306,0.306,0.421,0.131,0.353,0.353,1,1.47,1.571,0.728,1.014687285,72.46899754
Sr2CoIrO6,O,5,58.9332,192.217,87.62,87.62,1.7,1.55,0.99,0.99,1.571,1.571,0.773,0.683,0.741,1.32,1.32,0.71,0.75,0.55,0.57,1.18,1.18,7.881,8.967,5.6949,5.6949,1.88,2.2,0.95,0.95,0.92,1.16,1.42,1.42,1382,1382,2927,4428,22.5,22.5,13,6.4,2.64,2.64,8.86,22.5,84.8,84.8,272.5,213.9,777,777,1495,2446,0.306,0.306,0.421,0.131,0.353,0.353,1,1.47,1.571,0.728,1.014687285,72.46899754
Sr2CoMnO6,O,NaN,58.9332,54.938049,87.62,87.62,1.7,1.6,0.99,0.99,1.571,1.571,0.693,0.66,0.717,1.32,1.32,0.67,0.67,-300,0.53,1.18,1.18,7.881,7.43402,5.6949,5.6949,1.88,1.55,0.95,0.95,0.92,0.99,1.42,1.42,1382,1382,2927,2061,22.5,22.5,13,21.7,2.64,2.64,8.86,7.3,84.8,84.8,272.5,235,777,777,1495,1246,0.306,0.306,0.421,0.479,0.353,0.353,1,0.0782,1.571,0.6765,1.042387468,79.32245533
Sr2CoMoO6,O,5,58.9332,95.94,87.62,87.62,1.7,1.3,0.99,0.99,1.571,1.571,0.7,0.888,0.946,1.32,1.32,0.73,0.79,0.65,0.59,1.18,1.18,7.881,7.09243,5.6949,5.6949,1.88,2.16,0.95,0.95,0.92,1.22,1.42,1.42,1382,1382,2927,4639,22.5,22.5,13,4.8,2.64,2.64,8.86,10.2,84.8,84.8,272.5,390.7,777,777,1495,2622,0.306,0.306,0.421,0.251,0.353,0.353,1,1.38,1.571,0.794,0.98126944,55.83533193
Sr2CoMoO6,O,5,58.9332,95.94,87.62,87.62,1.7,1.3,0.99,0.99,1.571,1.571,0.7,0.888,0.946,1.32,1.32,0.73,0.79,0.65,0.59,1.18,1.18,7.881,7.09243,5.6949,5.6949,1.88,2.16,0.95,0.95,0.92,1.22,1.42,1.42,1382,1382,2927,4639,22.5,22.5,13,4.8,2.64,2.64,8.86,10.2,84.8,84.8,272.5,390.7,777,777,1495,2622,0.306,0.306,0.421,0.251,0.353,0.353,1,1.38,1.571,0.794,0.98126944,55.83533193
Sr2CoMoO6,O,5,58.9332,95.94,87.62,87.62,1.7,1.3,0.99,0.99,1.571,1.571,0.7,0.888,0.946,1.32,1.32,0.73,0.79,0.65,0.59,1.18,1.18,7.881,7.09243,5.6949,5.6949,1.88,2.16,0.95,0.95,0.92,1.22,1.42,1.42,1382,1382,2927,4639,22.5,22.5,13,4.8,2.64,2.64,8.86,10.2,84.8,84.8,272.5,390.7,777,777,1495,2622,0.306,0.306,0.421,0.251,0.353,0.353,1,1.38,1.571,0.794,0.98126944,55.83533193
Sr2CoMoO6,O,5,58.9332,95.94,87.62,87.62,1.7,1.3,0.99,0.99,1.571,1.571,0.7,0.888,0.946,1.32,1.32,0.73,0.79,0.65,0.59,1.18,1.18,7.881,7.09243,5.6949,5.6949,1.88,2.16,0.95,0.95,0.92,1.22,1.42,1.42,1382,1382,2927,4639,22.5,22.5,13,4.8,2.64,2.64,8.86,10.2,84.8,84.8,272.5,390.7,777,777,1495,2622,0.306,0.306,0.421,0.251,0.353,0.353,1,1.38,1.571,0.794,0.98126944,55.83533193
Sr2CoMoO6,O,5,58.9332,95.94,87.62,87.62,1.7,1.3,0.99,0.99,1.571,1.571,0.7,0.888,0.946,1.32,1.32,0.73,0.79,0.65,0.59,1.18,1.18,7.881,7.09243,5.6949,5.6949,1.88,2.16,0.95,0.95,0.92,1.22,1.42,1.42,1382,1382,2927,4639,22.5,22.5,13,4.8,2.64,2.64,8.86,10.2,84.8,84.8,272.5,390.7,777,777,1495,2622,0.306,0.306,0.421,0.251,0.353,0.353,1,1.38,1.571,0.794,0.98126944,55.83533193
Sr2CoMoO6,O,3,58.9332,95.94,87.62,87.62,1.7,1.3,0.99,0.99,1.571,1.571,0.7,0.888,0.946,1.32,1.32,0.73,0.79,0.65,0.59,1.18,1.18,7.881,7.09243,5.6949,5.6949,1.88,2.16,0.95,0.95,0.92,1.22,1.42,1.42,1382,1382,2927,4639,22.5,22.5,13,4.8,2.64,2.64,8.86,10.2,84.8,84.8,272.5,390.7,777,777,1495,2622,0.306,0.306,0.421,0.251,0.353,0.353,1,1.38,1.571,0.794,0.98126944,55.83533193
Sr2CoMoO6,O,3,58.9332,95.94,87.62,87.62,1.7,1.3,0.99,0.99,1.571,1.571,0.7,0.888,0.946,1.32,1.32,0.73,0.79,0.65,0.59,1.18,1.18,7.881,7.09243,5.6949,5.6949,1.88,2.16,0.95,0.95,0.92,1.22,1.42,1.42,1382,1382,2927,4639,22.5,22.5,13,4.8,2.64,2.64,8.86,10.2,84.8,84.8,272.5,390.7,777,777,1495,2622,0.306,0.306,0.421,0.251,0.353,0.353,1,1.38,1.571,0.794,0.98126944,55.83533193
Sr2CoMoO6,O,3,58.9332,95.94,87.62,87.62,1.7,1.3,0.99,0.99,1.571,1.571,0.7,0.888,0.946,1.32,1.32,0.73,0.79,0.65,0.59,1.18,1.18,7.881,7.09243,5.6949,5.6949,1.88,2.16,0.95,0.95,0.92,1.22,1.42,1.42,1382,1382,2927,4639,22.5,22.5,13,4.8,2.64,2.64,8.86,10.2,84.8,84.8,272.5,390.7,777,777,1495,2622,0.306,0.306,0.421,0.251,0.353,0.353,1,1.38,1.571,0.794,0.98126944,55.83533193
