Compound,A,OxidationStateofA,Aprime,OxidationStateofAprime,B,OxidationStateofB,Bprime,OxidationStateofBprime,X,OxidationStateofX,Xprime,OxidationStateofXprime,GroupCat,Temperature,Z,Volume,CalculatedDensity,SpaceGroup,SpaceGroupNumber,TiltAll_1,TiltAll_2,TiltAll_3,TiltAll_4,TiltAll_5,TiltAll_6,ZofX,ZofXprime,ZofB,ZofBprime,ZofA,ZofAprime,AtomicMassofX,AtomicMassofXprime,AtomicMassofB,AtomicMassofBprime,AtomicMassofA,AtomicMassofAprime,ARENofX,ARENofXprime,ARENofB,ARENofBprime,ARENofA,ARENofAprime,r_XIIofA,r_XIIofAprime,r_VIofBprime,r_VIofB,rofX,rofXprime,CrystalRadiusofA,CrystalRadiusofAprime,CrystalRadiusofBprime,CrystalRadiusofX,CrystalRadiusofXprime,CrystalRadiusofB,GroupofB,GroupofA,GroupofAprime,GroupofBprime,GroupofX,GroupofXprime,IonicRadiiofX,IonicRadiiofXprime,IonicRadiiofB,IonicRadiiofBprime,IonicRadiiofA,IonicRadiiofAprime,IonizationPotentialofX,IonizationPotentialofXprime,IonizationPotentialofB,IonizationPotentialofBprime,IonizationPotentialofA,IonizationPotentialofAprime,MendeleevNumberofX,MendeleevNumberofXprime,MendeleevNumberofB,MendeleevNumberofBprime,MendeleevNumberofA,MendeleevNumberofAprime,PaulingENofX,PaulingENofXprime,PaulingENofB,PaulingENofBprime,PaulingENofA,PaulingENofAprime,PeriodofX,PeriodofXprime,PeriodofB,PeriodofBprime,PeriodofA,PeriodofAprime,ValenceElectronsofX,ValenceElectronsofXprime,ValenceElectronsofB,ValenceElectronsofBprime,ValenceElectronsofA,ValenceElectronsofAprime,ZungerRadiiofX,ZungerRadiiofXprime,ZungerRadiiofB,ZungerRadiiofBprime,ZungerRadiiofA,ZungerRadiiofAprime,BoilingPtofA,BoilingPtofAprime,BoilingPtofB,BoilingPtofX,BoilingPtofXprime,BoilingPtofBprime,CoefficientofLinearThermalExpansionatSpecofA,CoefficientofLinearThermalExpansionatSpecofAprime,CoefficientofLinearThermalExpansionatSpecofB,CoefficientofLinearThermalExpansionatSpecofBprime,DensityatSpecofA,DensityatSpecofAprime,DensityatSpecofB,DensityatSpecofBprime,EnthalpyofFusionofA,EnthalpyofFusionofAprime,EnthalpyofFusionofB,EnthalpyofFusionofBprime,MeltingPtofA,MeltingPtofAprime,MeltingPtofB,MeltingPtofBprime,SpecificHeatCapacityofA,SpecificHeatCapacityofAprime,SpecificHeatCapacityofB,SpecificHeatCapacityofBprime,ThermalHeatConductivityofA,ThermalHeatConductivityofAprime,ThermalHeatConductivityofB,ThermalHeatConductivityofBprime,rA,rB,rX,ToleranceBVP
La2CuIrO6,La,3,La,3,Cu,2,Ir,4,O,-2,O,-2,NaN,293,2,250.85,8.34,P-1,2,8,9,12,12,13,19,8,8,29,77,57,57,15.9994,15.9994,63.546,192.217,138.9055,138.9055,3.5,3.5,1.75,1.55,1.08,1.08,1.475,1.475,0.81,0.875,1.21,1.21,1.172,1.172,0.765,1.26,1.26,0.87,11,3,3,9,16,16,1.4,1.4,0.73,0.63,1.03,1.03,13.61806,13.61806,7.72638,8.967,5.5769,5.5769,87,87,64,60,13,13,3.44,3.44,1.9,2.2,1.1,1.1,2,2,4,6,6,6,2,2,2,6,4,4,0.285,0.285,0.88,1.16,1.375,1.375,3464,3464,2562,-182.962,-182.962,4428,12.1,12.1,16.5,6.4,6.15,6.15,8.96,22.5,44.6,44.6,203.5,213.9,918,918,1084.62,2446,0.195,0.195,0.384,0.131,0.134,0.134,4.01,1.47,1.475,0.8425,1.21,0.925009358
La2CuMnO6,La,3,La,3,Cu,2,Mn,4,O,-2,O,-2,NaN,293,4,235.56,6.94,Pbnm,62,10,11,0,0,0,0,8,8,29,25,57,57,15.9994,15.9994,63.546,54.938049,138.9055,138.9055,3.5,3.5,1.75,1.6,1.08,1.08,1.475,1.475,0.693,0.875,1.21,1.21,1.172,1.172,0.67,1.26,1.26,0.87,11,3,3,7,16,16,1.4,1.4,0.73,0.53,1.03,1.03,13.61806,13.61806,7.72638,7.43402,5.5769,5.5769,87,87,64,52,13,13,3.44,3.44,1.9,1.55,1.1,1.1,2,2,4,4,6,6,2,2,2,4,4,4,0.285,0.285,0.88,0.99,1.375,1.375,3464,3464,2562,-182.962,-182.962,2061,12.1,12.1,16.5,21.7,6.15,6.15,8.96,7.3,44.6,44.6,203.5,235,918,918,1084.62,1246,0.195,0.195,0.384,0.479,0.134,0.134,4.01,0.0782,1.475,0.784,1.21,0.952147296
La2CuRhO6,La,3,La,3,Cu,2,Rh,4,O,-2,O,-2,NaN,293,4,246.78,7.25,Pbnm,62,10,11,0,0,0,0,8,8,29,45,57,57,15.9994,15.9994,63.546,102.9055,138.9055,138.9055,3.5,3.5,1.75,1.45,1.08,1.08,1.475,1.475,-300,0.875,1.21,1.21,1.172,1.172,0.74,1.26,1.26,0.87,11,3,3,9,16,16,1.4,1.4,0.73,0.6,1.03,1.03,13.61806,13.61806,7.72638,7.4589,5.5769,5.5769,87,87,64,59,13,13,3.44,3.44,1.9,2.28,1.1,1.1,2,2,4,5,6,6,2,2,2,4,4,4,0.285,0.285,0.88,1.11,1.375,1.375,3464,3464,2562,-182.962,-182.962,3695,12.1,12.1,16.5,8.2,6.15,6.15,8.96,12.4,44.6,44.6,203.5,258.4,918,918,1084.62,1963,0.195,0.195,0.384,0.243,0.134,0.134,4.01,1.5,1.475,-149.5625,1.21,-300
La2CuSnO6,La,3,La,3,Cu,2,Sn,4,O,-2,O,-2,NaN,293,4,519.77,7.11,P121/m1,11,8,9,0,0,0,0,8,8,29,50,57,57,15.9994,15.9994,63.546,118.71,138.9055,138.9055,3.5,3.5,1.75,1.72,1.08,1.08,1.475,1.475,0.845,0.875,1.21,1.21,1.172,1.172,0.83,1.26,1.26,0.87,11,3,3,14,16,16,1.4,1.4,0.73,0.69,1.03,1.03,13.61806,13.61806,7.72638,7.3439,5.5769,5.5769,87,87,64,80,13,13,3.44,3.44,1.9,1.96,1.1,1.1,2,2,4,5,6,6,2,2,2,5,4,4,0.285,0.285,0.88,0.88,1.375,1.375,3464,3464,2562,-182.962,-182.962,2602,12.1,12.1,16.5,22,6.15,6.15,8.96,7.26,44.6,44.6,203.5,60.4,918,918,1084.62,231.93,0.195,0.195,0.384,0.227,0.134,0.134,4.01,0.666,1.475,0.86,1.21,0.917189231
La2CuTiO6,La,3,La,3,Cu,2,Ti,4,O,-2,O,-2,NaN,293,2,245.69,6.56,Pnma,62,10,11,0,0,0,0,8,8,29,22,57,57,15.9994,15.9994,63.546,47.867,138.9055,138.9055,3.5,3.5,1.75,1.32,1.08,1.08,1.475,1.475,0.755,0.875,1.21,1.21,1.172,1.172,0.745,1.26,1.26,0.87,11,3,3,4,16,16,1.4,1.4,0.73,0.61,1.03,1.03,13.61806,13.61806,7.72638,6.8281,5.5769,5.5769,87,87,64,43,13,13,3.44,3.44,1.9,1.54,1.1,1.1,2,2,4,4,6,6,2,2,2,4,4,4,0.285,0.285,0.88,1.15,1.375,1.375,3464,3464,2562,-182.962,-182.962,3287,12.1,12.1,16.5,8.6,6.15,6.15,8.96,4.51,44.6,44.6,203.5,295.6,918,918,1084.62,1670,0.195,0.195,0.384,0.522,0.134,0.134,4.01,0.219,1.475,0.815,1.21,0.937571214
La2GaCoO6,La,3,La,3,Ga,3,Co,3,O,-2,O,-2,5,293,6,341.81,7.32,R-3cH,-300,-300,0,0,0,0,0,8,8,31,27,57,57,15.9994,15.9994,69.723,58.9332,138.9055,138.9055,3.5,3.5,1.82,1.7,1.08,1.08,1.475,1.475,0.683,0.776,1.21,1.21,1.172,1.172,0.75,1.26,1.26,0.76,13,3,3,9,16,16,1.4,1.4,0.62,0.55,1.03,1.03,13.61806,13.61806,5.9993,7.881,5.5769,5.5769,87,87,74,58,13,13,3.44,3.44,1.81,1.88,1.1,1.1,2,2,4,4,6,6,2,2,4,4,4,4,0.285,0.285,0.76,0.92,1.375,1.375,3464,3464,2204,-182.962,-182.962,2927,12.1,12.1,18,13,6.15,6.15,5.91,8.86,44.6,44.6,80,272.5,918,918,29.767,1495,0.195,0.195,0.374,0.421,0.134,0.134,0.406,1,1.475,0.7295,1.21,0.978902659
La2GaFeO6,La,3,La,3,Ga,3,Fe,3,O,-2,O,-2,5,293,4,239.72,6.92,Pnma,62,10,11,0,0,0,0,8,8,31,26,57,57,15.9994,15.9994,69.723,55.845,138.9055,138.9055,3.5,3.5,1.82,1.64,1.08,1.08,1.475,1.475,0.805,0.776,1.21,1.21,1.172,1.172,0.69,1.26,1.26,0.76,13,3,3,8,16,16,1.4,1.4,0.62,0.55,1.03,1.03,13.61806,13.61806,5.9993,7.9024,5.5769,5.5769,87,87,74,55,13,13,3.44,3.44,1.81,1.83,1.1,1.1,2,2,4,4,6,6,2,2,4,3,4,4,0.285,0.285,0.76,0.95,1.375,1.375,3464,3464,2204,-182.962,-182.962,2861,12.1,12.1,18,11.8,6.15,6.15,5.91,7.87,44.6,44.6,80,247.3,918,918,29.767,1538,0.195,0.195,0.374,0.449,0.134,0.134,0.406,0.802,1.475,0.7905,1.21,0.94905359
La2GaNiO6,La,3,La,3,Ga,3,Ni,3,O,-2,O,-2,NaN,293,6,345.43,7.24,R-3cH,-300,-300,0,0,0,0,0,8,8,31,28,57,57,15.9994,15.9994,69.723,58.6934,138.9055,138.9055,3.5,3.5,1.82,1.75,1.08,1.08,1.475,1.475,0.786,0.776,1.21,1.21,1.172,1.172,0.7,1.26,1.26,0.76,13,3,3,10,16,16,1.4,1.4,0.62,0.56,1.03,1.03,13.61806,13.61806,5.9993,7.6398,5.5769,5.5769,87,87,74,55,13,13,3.44,3.44,1.81,1.91,1.1,1.1,2,2,4,4,6,6,2,2,4,2,4,4,0.285,0.285,0.76,0.96,1.375,1.375,3464,3464,2204,-182.962,-182.962,2913,12.1,12.1,18,13.4,6.15,6.15,5.91,8.9,44.6,44.6,80,290.3,918,918,29.767,1455,0.195,0.195,0.374,0.445,0.134,0.134,0.406,0.907,1.475,0.781,1.21,0.953581973
La2MgGeO6,La,3,La,3,Mg,2,Ge,4,O,-2,O,-2,NaN,293,3,350.79,6.68,R3H,-300,-300,0,0,0,0,0,8,8,12,32,57,57,15.9994,15.9994,24.305,72.64,138.9055,138.9055,3.5,3.5,1.23,-300,1.08,1.08,1.475,1.475,0.688,0.889,1.21,1.21,1.172,1.172,0.67,1.26,1.26,0.86,2,3,3,14,16,16,1.4,1.4,0.72,0.53,1.03,1.03,13.61806,13.61806,7.64624,7.8994,5.5769,5.5769,87,87,68,79,13,13,3.44,3.44,1.31,2.01,1.1,1.1,2,2,3,4,6,6,2,2,2,5,4,4,0.285,0.285,0.9,0.72,1.375,1.375,3464,3464,1090,-182.962,-182.962,-300,12.1,12.1,24.8,-300,6.15,6.15,1.74,-300,44.6,44.6,348.9,-300,918,918,650,-300,0.195,0.195,1.024,-300,0.134,0.134,1.56,-300,1.475,0.7885,1.21,0.950003356
La2MgIrO6,La,3,La,3,Mg,2,Ir,4,O,-2,O,-2,NaN,293,2,248.41,7.91,P121/n1,14,10,11,0,0,0,0,8,8,12,77,57,57,15.9994,15.9994,24.305,192.217,138.9055,138.9055,3.5,3.5,1.23,1.55,1.08,1.08,1.475,1.475,0.81,0.889,1.21,1.21,1.172,1.172,0.765,1.26,1.26,0.86,2,3,3,9,16,16,1.4,1.4,0.72,0.63,1.03,1.03,13.61806,13.61806,7.64624,8.967,5.5769,5.5769,87,87,68,60,13,13,3.44,3.44,1.31,2.2,1.1,1.1,2,2,3,6,6,6,2,2,2,6,4,4,0.285,0.285,0.9,1.16,1.375,1.375,3464,3464,1090,-182.962,-182.962,4428,12.1,12.1,24.8,6.4,6.15,6.15,1.74,22.5,44.6,44.6,348.9,213.9,918,918,650,2446,0.195,0.195,1.024,0.131,0.134,0.134,1.56,1.47,1.475,0.8495,1.21,0.921865359
La2MgPtO6,La,3,La,3,Mg,2,Pt,4,O,-2,O,-2,NaN,293,2,249.05,7.91,P121/n1,14,10,11,0,0,0,0,8,8,12,78,57,57,15.9994,15.9994,24.305,195.078,138.9055,138.9055,3.5,3.5,1.23,1.44,1.08,1.08,1.475,1.475,0.819,0.889,1.21,1.21,1.172,1.172,0.765,1.26,1.26,0.86,2,3,3,10,16,16,1.4,1.4,0.72,0.63,1.03,1.03,13.61806,13.61806,7.64624,8.9587,5.5769,5.5769,87,87,68,63,13,13,3.44,3.44,1.31,2.2,1.1,1.1,2,2,3,6,6,6,2,2,2,5,4,4,0.285,0.285,0.9,1.24,1.375,1.375,3464,3464,1090,-182.962,-182.962,3825,12.1,12.1,24.8,8.8,6.15,6.15,1.74,21.5,44.6,44.6,348.9,113.6,918,918,650,1768.2,0.195,0.195,1.024,0.133,0.134,0.134,1.56,0.716,1.475,0.854,1.21,0.919855478
La2MgRhO6,La,3,La,3,Mg,2,Rh,4,O,-2,O,-2,NaN,293,2,247.41,6.7,P121/n1,14,10,11,0,0,0,0,8,8,12,45,57,57,15.9994,15.9994,24.305,102.9055,138.9055,138.9055,3.5,3.5,1.23,1.45,1.08,1.08,1.475,1.475,-300,0.889,1.21,1.21,1.172,1.172,0.74,1.26,1.26,0.86,2,3,3,9,16,16,1.4,1.4,0.72,0.6,1.03,1.03,13.61806,13.61806,7.64624,7.4589,5.5769,5.5769,87,87,68,59,13,13,3.44,3.44,1.31,2.28,1.1,1.1,2,2,3,5,6,6,2,2,2,4,4,4,0.285,0.285,0.9,1.11,1.375,1.375,3464,3464,1090,-182.962,-182.962,3695,12.1,12.1,24.8,8.2,6.15,6.15,1.74,12.4,44.6,44.6,348.9,258.4,918,918,650,1963,0.195,0.195,1.024,0.243,0.134,0.134,1.56,1.5,1.475,-149.5555,1.21,-300
La2MgSnO6,La,3,La,3,Mg,2,Sn,4,O,-2,O,-2,NaN,293,4,258.96,6.63,P121/n1,14,10,11,0,0,0,0,8,8,12,50,57,57,15.9994,15.9994,24.305,118.71,138.9055,138.9055,3.5,3.5,1.23,1.72,1.08,1.08,1.475,1.475,0.845,0.889,1.21,1.21,1.172,1.172,0.83,1.26,1.26,0.86,2,3,3,14,16,16,1.4,1.4,0.72,0.69,1.03,1.03,13.61806,13.61806,7.64624,7.3439,5.5769,5.5769,87,87,68,80,13,13,3.44,3.44,1.31,1.96,1.1,1.1,2,2,3,5,6,6,2,2,2,5,4,4,0.285,0.285,0.9,0.88,1.375,1.375,3464,3464,1090,-182.962,-182.962,2602,12.1,12.1,24.8,22,6.15,6.15,1.74,7.26,44.6,44.6,348.9,60.4,918,918,650,231.93,0.195,0.195,1.024,0.227,0.134,0.134,1.56,0.666,1.475,0.867,1.21,0.914098078
La2MgZrO6,La,3,La,3,Mg,2,Zr,4,O,-2,O,-2,3,293,1,66.92,6.07,Pm-3m,221,23,0,0,0,0,0,8,8,12,40,57,57,15.9994,15.9994,24.305,91.224,138.9055,138.9055,3.5,3.5,1.23,1.22,1.08,1.08,1.475,1.475,0.868,0.889,1.21,1.21,1.172,1.172,0.86,1.26,1.26,0.86,2,3,3,4,16,16,1.4,1.4,0.72,0.72,1.03,1.03,13.61806,13.61806,7.64624,6.6339,5.5769,5.5769,87,87,68,44,13,13,3.44,3.44,1.31,1.33,1.1,1.1,2,2,3,5,6,6,2,2,2,5,4,4,0.285,0.285,0.9,1.265,1.375,1.375,3464,3464,1090,-182.962,-182.962,4409,12.1,12.1,24.8,5.7,6.15,6.15,1.74,6.52,44.6,44.6,348.9,230.2,918,918,650,1854,0.195,0.195,1.024,0.278,0.134,0.134,1.56,0.227,1.475,0.8785,1.21,0.909064739
La2MnRhO6,La,3,La,3,Mn,3,Rh,3,O,-2,O,-2,NaN,293,4,243.92,7.21,Pbnm,62,10,11,0,0,0,0,8,8,25,45,57,57,15.9994,15.9994,54.938049,102.9055,138.9055,138.9055,3.5,3.5,1.6,1.45,1.08,1.08,1.475,1.475,0.839,0.806,1.21,1.21,1.172,1.172,0.805,1.26,1.26,0.72,7,3,3,9,16,16,1.4,1.4,0.58,0.67,1.03,1.03,13.61806,13.61806,7.43402,7.4589,5.5769,5.5769,87,87,52,59,13,13,3.44,3.44,1.55,2.28,1.1,1.1,2,2,4,5,6,6,2,2,4,4,4,4,0.285,0.285,0.99,1.11,1.375,1.375,3464,3464,2061,-182.962,-182.962,3695,12.1,12.1,21.7,8.2,6.15,6.15,7.3,12.4,44.6,44.6,235,258.4,918,918,1246,1963,0.195,0.195,0.479,0.243,0.134,0.134,0.0782,1.5,1.475,0.8225,1.21,0.934111541
La2MnTiO6,La,3,La,3,Mn,2,Ti,4,O,-2,O,-2,NaN,293,2,254.71,6.21,Pnma,62,10,11,0,0,0,0,8,8,25,22,57,57,15.9994,15.9994,54.938049,47.867,138.9055,138.9055,3.5,3.5,1.6,1.32,1.08,1.08,1.475,1.475,0.755,0.986,1.21,1.21,1.172,1.172,0.745,1.26,1.26,0.81,7,3,3,4,16,16,1.4,1.4,0.83,0.61,1.03,1.03,13.61806,13.61806,7.43402,6.8281,5.5769,5.5769,87,87,52,43,13,13,3.44,3.44,1.55,1.54,1.1,1.1,2,2,4,4,6,6,2,2,4,4,4,4,0.285,0.285,0.99,1.15,1.375,1.375,3464,3464,2061,-182.962,-182.962,3287,12.1,12.1,21.7,8.6,6.15,6.15,7.3,4.51,44.6,44.6,235,295.6,918,918,1246,1670,0.195,0.195,0.479,0.522,0.134,0.134,0.0782,0.219,1.475,0.8705,1.21,0.912560302
La2MnVO6,La,3,La,3,Mn,2,V,4,O,-2,O,-2,NaN,293,2,246.28,6.47,Pnma,62,10,11,0,0,0,0,8,8,25,23,57,57,15.9994,15.9994,54.938049,50.9415,138.9055,138.9055,3.5,3.5,1.6,1.45,1.08,1.08,1.475,1.475,0.724,0.986,1.21,1.21,1.172,1.172,0.72,1.26,1.26,0.81,7,3,3,5,16,16,1.4,1.4,0.83,0.58,1.03,1.03,13.61806,13.61806,7.43402,6.7462,5.5769,5.5769,87,87,52,46,13,13,3.44,3.44,1.55,1.63,1.1,1.1,2,2,4,4,6,6,2,2,4,5,4,4,0.285,0.285,0.99,1.09,1.375,1.375,3464,3464,2061,-182.962,-182.962,3407,12.1,12.1,21.7,8.4,6.15,6.15,7.3,6,44.6,44.6,235,422,918,918,1246,1910,0.195,0.195,0.479,0.489,0.134,0.134,0.0782,0.307,1.475,0.855,1.21,0.919410028
La2NaOsO6,La,3,La,3,Na,1,Os,5,O,-2,O,-2,NaN,293,2,267.51,7.29,P121/n1,14,10,11,0,0,0,0,8,8,11,76,57,57,15.9994,15.9994,22.98977,190.23,138.9055,138.9055,3.5,3.5,1.01,1.52,1.08,1.08,1.475,1.475,-300,1.256,1.21,1.21,1.172,1.172,0.715,1.26,1.26,1.16,1,3,3,8,16,16,1.4,1.4,1.02,0.58,1.03,1.03,13.61806,13.61806,5.13908,8.4382,5.5769,5.5769,87,87,2,57,13,13,3.44,3.44,0.93,2.2,1.1,1.1,2,2,3,6,6,6,2,2,1,6,4,4,0.285,0.285,1.1,1.17,1.375,1.375,3464,3464,882.94,-182.962,-182.962,5012,12.1,12.1,71,5.1,6.15,6.15,0.97,22.59,44.6,44.6,113.1,304.1,918,918,97.79,3033,0.195,0.195,1.225,0.13,0.134,0.134,1.41,0.876,1.475,-149.372,1.21,-300
La2NaRuO6,La,3,La,3,Na,1,Ru,5,O,-2,O,-2,NaN,293,2,264.9,6.24,P121/n1,14,10,11,0,0,0,0,8,8,11,44,57,57,15.9994,15.9994,22.98977,101.07,138.9055,138.9055,3.5,3.5,1.01,1.42,1.08,1.08,1.475,1.475,0.757,1.256,1.21,1.21,1.172,1.172,0.705,1.26,1.26,1.16,1,3,3,8,16,16,1.4,1.4,1.02,0.57,1.03,1.03,13.61806,13.61806,5.13908,7.3605,5.5769,5.5769,87,87,2,56,13,13,3.44,3.44,0.93,2.2,1.1,1.1,2,2,3,5,6,6,2,2,1,6,4,4,0.285,0.285,1.1,1.145,1.375,1.375,3464,3464,882.94,-182.962,-182.962,4150,12.1,12.1,71,6.4,6.15,6.15,0.97,12.1,44.6,44.6,113.1,381.8,918,918,97.79,2333,0.195,0.195,1.225,0.238,0.134,0.134,1.41,1.17,1.475,1.0065,1.21,0.856567429
La2NiCoO6,La,3,La,3,Ni,3,Co,3,O,-2,O,-2,5,293,6,339.58,7.21,R-3cH,-300,-300,0,0,0,0,0,8,8,28,27,57,57,15.9994,15.9994,58.6934,58.9332,138.9055,138.9055,3.5,3.5,1.75,1.7,1.08,1.08,1.475,1.475,0.683,0.786,1.21,1.21,1.172,1.172,0.75,1.26,1.26,0.7,10,3,3,9,16,16,1.4,1.4,0.56,0.55,1.03,1.03,13.61806,13.61806,7.6398,7.881,5.5769,5.5769,87,87,55,58,13,13,3.44,3.44,1.91,1.88,1.1,1.1,2,2,4,4,6,6,2,2,2,4,4,4,0.285,0.285,0.96,0.92,1.375,1.375,3464,3464,2913,-182.962,-182.962,2927,12.1,12.1,13.4,13,6.15,6.15,8.9,8.86,44.6,44.6,290.3,272.5,918,918,1455,1495,0.195,0.195,0.445,0.421,0.134,0.134,0.907,1,1.475,0.7345,1.21,0.976385553
La2NiIrO6,La,3,La,3,Ni,2,Ir,4,O,-2,O,-2,NaN,293,2,247.73,8.39,P121/n1,14,10,11,0,0,0,0,8,8,28,77,57,57,15.9994,15.9994,58.6934,192.217,138.9055,138.9055,3.5,3.5,1.75,1.55,1.08,1.08,1.475,1.475,0.81,0.85,1.21,1.21,1.172,1.172,0.765,1.26,1.26,0.83,10,3,3,9,16,16,1.4,1.4,0.69,0.63,1.03,1.03,13.61806,13.61806,7.6398,8.967,5.5769,5.5769,87,87,55,60,13,13,3.44,3.44,1.91,2.2,1.1,1.1,2,2,4,6,6,6,2,2,2,6,4,4,0.285,0.285,0.96,1.16,1.375,1.375,3464,3464,2913,-182.962,-182.962,4428,12.1,12.1,13.4,6.4,6.15,6.15,8.9,22.5,44.6,44.6,290.3,213.9,918,918,1455,2446,0.195,0.195,0.445,0.131,0.134,0.134,0.907,1.47,1.475,0.83,1.21,0.930677308
La2NiMnO6,La,3,La,3,Ni,2,Mn,4,O,-2,O,-2,NaN,293,2,232.8,6.95,P121/n1,14,10,11,0,0,0,0,8,8,28,25,57,57,15.9994,15.9994,58.6934,54.938049,138.9055,138.9055,3.5,3.5,1.75,1.6,1.08,1.08,1.475,1.475,0.693,0.85,1.21,1.21,1.172,1.172,0.67,1.26,1.26,0.83,10,3,3,7,16,16,1.4,1.4,0.69,0.53,1.03,1.03,13.61806,13.61806,7.6398,7.43402,5.5769,5.5769,87,87,55,52,13,13,3.44,3.44,1.91,1.55,1.1,1.1,2,2,4,4,6,6,2,2,2,4,4,4,0.285,0.285,0.96,0.99,1.375,1.375,3464,3464,2913,-182.962,-182.962,2061,12.1,12.1,13.4,21.7,6.15,6.15,8.9,7.3,44.6,44.6,290.3,235,918,918,1455,1246,0.195,0.195,0.445,0.479,0.134,0.134,0.907,0.0782,1.475,0.7715,1.21,0.958153776
La2NiPtO6,La,3,La,3,Ni,2,Pt,4,O,-2,O,-2,NaN,293,2,247.85,8.41,P121/n1,14,10,11,0,0,0,0,8,8,28,78,57,57,15.9994,15.9994,58.6934,195.078,138.9055,138.9055,3.5,3.5,1.75,1.44,1.08,1.08,1.475,1.475,0.819,0.85,1.21,1.21,1.172,1.172,0.765,1.26,1.26,0.83,10,3,3,10,16,16,1.4,1.4,0.69,0.63,1.03,1.03,13.61806,13.61806,7.6398,8.9587,5.5769,5.5769,87,87,55,63,13,13,3.44,3.44,1.91,2.2,1.1,1.1,2,2,4,6,6,6,2,2,2,5,4,4,0.285,0.285,0.96,1.24,1.375,1.375,3464,3464,2913,-182.962,-182.962,3825,12.1,12.1,13.4,8.8,6.15,6.15,8.9,21.5,44.6,44.6,290.3,113.6,918,918,1455,1768.2,0.195,0.195,0.445,0.133,0.134,0.134,0.907,0.716,1.475,0.8345,1.21,0.928628862
La2NiRuO6,La,3,La,3,Ni,2,Ru,4,O,-2,O,-2,NaN,293,NaN,245.55,7.22,P121/n1,14,10,11,0,0,0,0,8,8,28,44,57,57,15.9994,15.9994,58.6934,101.07,138.9055,138.9055,3.5,3.5,1.75,1.42,1.08,1.08,1.475,1.475,0.774,0.85,1.21,1.21,1.172,1.172,0.76,1.26,1.26,0.83,10,3,3,8,16,16,1.4,1.4,0.69,0.62,1.03,1.03,13.61806,13.61806,7.6398,7.3605,5.5769,5.5769,87,87,55,56,13,13,3.44,3.44,1.91,2.2,1.1,1.1,2,2,4,5,6,6,2,2,2,6,4,4,0.285,0.285,0.96,1.145,1.375,1.375,3464,3464,2913,-182.962,-182.962,4150,12.1,12.1,13.4,6.4,6.15,6.15,8.9,12.1,44.6,44.6,290.3,381.8,918,918,1455,2333,0.195,0.195,0.445,0.238,0.134,0.134,0.907,1.17,1.475,0.812,1.21,0.938962269
La2NiTiO6,La,3,La,3,Ni,2,Ti,4,O,-2,O,-2,NaN,293,2,241.96,6.59,P121/n1,14,10,11,0,0,0,0,8,8,28,22,57,57,15.9994,15.9994,58.6934,47.867,138.9055,138.9055,3.5,3.5,1.75,1.32,1.08,1.08,1.475,1.475,0.755,0.85,1.21,1.21,1.172,1.172,0.745,1.26,1.26,0.83,10,3,3,4,16,16,1.4,1.4,0.69,0.61,1.03,1.03,13.61806,13.61806,7.6398,6.8281,5.5769,5.5769,87,87,55,43,13,13,3.44,3.44,1.91,1.54,1.1,1.1,2,2,4,4,6,6,2,2,2,4,4,4,0.285,0.285,0.96,1.15,1.375,1.375,3464,3464,2913,-182.962,-182.962,3287,12.1,12.1,13.4,8.6,6.15,6.15,8.9,4.51,44.6,44.6,290.3,295.6,918,918,1455,1670,0.195,0.195,0.445,0.522,0.134,0.134,0.907,0.219,1.475,0.8025,1.21,0.943394637
La2ScMnO6,La,3,La,3,Sc,3,Mn,3,O,-2,O,-2,NaN,293,4,254.85,6.17,Pbnm,62,10,11,0,0,0,0,8,8,21,25,57,57,15.9994,15.9994,44.95591,54.938049,138.9055,138.9055,3.5,3.5,1.2,1.6,1.08,1.08,1.475,1.475,0.806,0.895,1.21,1.21,1.172,1.172,0.72,1.26,1.26,0.885,3,3,3,7,16,16,1.4,1.4,0.75,0.58,1.03,1.03,13.61806,13.61806,6.5615,7.43402,5.5769,5.5769,87,87,11,52,13,13,3.44,3.44,1.36,1.55,1.1,1.1,2,2,4,4,6,6,2,2,3,4,4,4,0.285,0.285,1.22,0.99,1.375,1.375,3464,3464,2836,-182.962,-182.962,2061,12.1,12.1,10.2,21.7,6.15,6.15,2.99,7.3,44.6,44.6,314,235,918,918,1541,1246,0.195,0.195,0.567,0.479,0.134,0.134,0.158,0.0782,1.475,0.8505,1.21,0.92141796
La2ZnIrO6,La,3,La,3,Zn,2,Ir,4,O,-2,O,-2,NaN,293,2,252.82,8.31,P121/n1,14,10,11,0,0,0,0,8,8,30,77,57,57,15.9994,15.9994,65.409,192.217,138.9055,138.9055,3.5,3.5,1.66,1.55,1.08,1.08,1.475,1.475,0.81,0.9,1.21,1.21,1.172,1.172,0.765,1.26,1.26,0.88,12,3,3,9,16,16,1.4,1.4,0.74,0.63,1.03,1.03,13.61806,13.61806,9.3942,8.967,5.5769,5.5769,87,87,69,60,13,13,3.44,3.44,1.65,2.2,1.1,1.1,2,2,4,6,6,6,2,2,3,6,4,4,0.285,0.285,0.82,1.16,1.375,1.375,3464,3464,907,-182.962,-182.962,4428,12.1,12.1,30.2,6.4,6.15,6.15,7.14,22.5,44.6,44.6,108.1,213.9,918,918,419.53,2446,0.195,0.195,0.388,0.131,0.134,0.134,1.16,1.47,1.475,0.855,1.21,0.919410028
