Compound,A,OxidationStateofA,Aprime,OxidationStateofAprime,B,OxidationStateofB,Bprime,OxidationStateofBprime,X,OxidationStateofX,Xprime,OxidationStateofXprime,GroupCat,Temperature,Z,Volume,CalculatedDensity,SpaceGroup,SpaceGroupNumber,TiltAll_1,TiltAll_2,TiltAll_3,TiltAll_4,TiltAll_5,TiltAll_6,ZofX,ZofXprime,ZofB,ZofBprime,ZofA,ZofAprime,AtomicMassofX,AtomicMassofXprime,AtomicMassofB,AtomicMassofBprime,AtomicMassofA,AtomicMassofAprime,ARENofX,ARENofXprime,ARENofB,ARENofBprime,ARENofA,ARENofAprime,r_XIIofA,r_XIIofAprime,r_VIofBprime,r_VIofB,rofX,rofXprime,CrystalRadiusofA,CrystalRadiusofAprime,CrystalRadiusofBprime,CrystalRadiusofX,CrystalRadiusofXprime,CrystalRadiusofB,GroupofB,GroupofA,GroupofAprime,GroupofBprime,GroupofX,GroupofXprime,IonicRadiiofX,IonicRadiiofXprime,IonicRadiiofB,IonicRadiiofBprime,IonicRadiiofA,IonicRadiiofAprime,IonizationPotentialofX,IonizationPotentialofXprime,IonizationPotentialofB,IonizationPotentialofBprime,IonizationPotentialofA,IonizationPotentialofAprime,MendeleevNumberofX,MendeleevNumberofXprime,MendeleevNumberofB,MendeleevNumberofBprime,MendeleevNumberofA,MendeleevNumberofAprime,PaulingENofX,PaulingENofXprime,PaulingENofB,PaulingENofBprime,PaulingENofA,PaulingENofAprime,PeriodofX,PeriodofXprime,PeriodofB,PeriodofBprime,PeriodofA,PeriodofAprime,ValenceElectronsofX,ValenceElectronsofXprime,ValenceElectronsofB,ValenceElectronsofBprime,ValenceElectronsofA,ValenceElectronsofAprime,ZungerRadiiofX,ZungerRadiiofXprime,ZungerRadiiofB,ZungerRadiiofBprime,ZungerRadiiofA,ZungerRadiiofAprime,BoilingPtofA,BoilingPtofAprime,BoilingPtofB,BoilingPtofX,BoilingPtofXprime,BoilingPtofBprime,CoefficientofLinearThermalExpansionatSpecofA,CoefficientofLinearThermalExpansionatSpecofAprime,CoefficientofLinearThermalExpansionatSpecofB,CoefficientofLinearThermalExpansionatSpecofBprime,DensityatSpecofA,DensityatSpecofAprime,DensityatSpecofB,DensityatSpecofBprime,EnthalpyofFusionofA,EnthalpyofFusionofAprime,EnthalpyofFusionofB,EnthalpyofFusionofBprime,MeltingPtofA,MeltingPtofAprime,MeltingPtofB,MeltingPtofBprime,SpecificHeatCapacityofA,SpecificHeatCapacityofAprime,SpecificHeatCapacityofB,SpecificHeatCapacityofBprime,ThermalHeatConductivityofA,ThermalHeatConductivityofAprime,ThermalHeatConductivityofB,ThermalHeatConductivityofBprime,rA,rB,rX,ToleranceBVP
YbNiO3,Yb,3,Yb,3,Ni,3,Ni,3,O,-2,O,-2,NaN,295,4,207.46,8.96,P121/n1,14,10,11,0,0,0,0,8,8,28,28,70,70,15.9994,15.9994,58.6934,58.6934,173.04,173.04,3.5,3.5,1.75,1.75,-300,-300,1.268,1.268,0.786,0.786,1.21,1.21,1.008,1.008,0.7,1.26,1.26,0.7,10,3,3,10,16,16,1.4,1.4,0.56,0.56,-300,-300,13.61806,13.61806,7.6398,7.6398,6.25416,6.25416,87,87,55,55,39,39,3.44,3.44,1.91,1.91,-300,-300,2,2,4,4,6,6,2,2,2,2,3,3,0.285,0.285,0.96,0.96,-300,-300,1196,1196,2913,-182.962,-182.962,2913,26.3,26.3,13.4,13.4,6.9,6.9,8.9,8.9,44.3,44.3,290.3,290.3,819,819,1455,1455,0.154,0.154,0.445,0.445,0.385,0.385,0.907,0.907,1.268,0.786,1.21,0.877861024
YVO3,Y,3,Y,3,V,3,V,3,O,-2,O,-2,NaN,295,4,224.03,5.57,Pbnm,62,10,11,0,0,0,0,8,8,23,23,39,39,15.9994,15.9994,50.9415,50.9415,88.90585,88.90585,3.5,3.5,1.45,1.45,1.11,1.11,1.322,1.322,0.789,0.789,1.21,1.21,1.04,1.04,0.78,1.26,1.26,0.78,5,3,3,5,16,16,1.4,1.4,0.64,0.64,0.9,0.9,13.61806,13.61806,6.7462,6.7462,6.2171,6.2171,87,87,46,46,12,12,3.44,3.44,1.63,1.63,1.22,1.22,2,2,4,4,5,5,2,2,5,5,4,4,0.285,0.285,1.09,1.09,1.32,1.32,3345,3345,3407,-182.962,-182.962,3407,10.6,10.6,8.4,8.4,4.47,4.47,6,6,128,128,422,422,1522,1522,1910,1910,0.298,0.298,0.489,0.489,0.172,0.172,0.307,0.307,1.322,0.789,1.21,0.895645007
Cs2NaHoCl6,Cs,1,Cs,1,Na,1,Ho,3,Cl,-1,Cl,-1,3,294,4,1232.61,3.59,Fm-3m,225,23,0,0,0,0,0,17,17,11,67,55,55,35.453,35.453,22.98977,164.93032,132.90545,132.90545,2.83,2.83,1.01,-300,0.8,0.8,2.126,2.126,1.071,1.256,1.67,1.67,1.81,1.81,1.041,1.67,1.67,1.16,1,1,1,3,17,17,1.81,1.81,1.02,0.901,1.67,1.67,12.96764,12.96764,5.13908,6.0215,3.8939,3.8939,94,94,2,33,5,5,3.16,3.16,0.93,1.23,0.79,0.79,3,3,3,6,6,6,5,5,1,3,2,2,0.5,0.5,1.1,-300,1.71,1.71,671,671,882.94,-34.04,-34.04,2700,97,97,71,11.2,1.93,1.93,0.97,8.8,15.7,15.7,113.1,103,28.44,28.44,97.79,1474,0.242,0.242,1.225,0.165,0.359,0.359,1.41,0.162,2.126,1.1635,1.67,0.947300985
Cs2NaYCl6,Cs,1,Cs,1,Na,1,Y,3,l,-1,l,-1,3,294,4,1234.51,3.18,Fm-3m,225,23,0,0,0,0,0,-300,-300,11,39,55,55,-300,-300,22.98977,88.90585,132.90545,132.90545,-300,-300,1.01,1.11,0.8,0.8,2.126,2.126,1.065,1.256,-300,-300,1.81,1.81,1.04,-300,-300,1.16,1,1,1,3,-300,-300,-300,-300,1.02,0.9,1.67,1.67,-300,-300,5.13908,6.2171,3.8939,3.8939,-300,-300,2,12,5,5,-300,-300,0.93,1.22,0.79,0.79,-300,-300,3,5,6,6,-300,-300,1,4,2,2,-300,-300,1.1,1.32,1.71,1.71,671,671,882.94,-300,-300,3345,97,97,71,10.6,1.93,1.93,0.97,4.47,15.7,15.7,113.1,128,28.44,28.44,97.79,1522,0.242,0.242,1.225,0.298,0.359,0.359,1.41,0.172,2.126,1.1605,-300,0.704822238
Eu2LiIrO6,Eu,3,Eu,3,Li,1,Ir,5,O,-2,O,-2,NaN,294,2,234.54,8.5,P121/n1,14,10,11,0,0,0,0,8,8,3,77,63,63,15.9994,15.9994,6.941,192.217,151.964,151.964,3.5,3.5,0.97,1.55,-300,-300,1.377,1.377,0.773,0.919,1.21,1.21,1.087,1.087,0.71,1.26,1.26,0.9,1,3,3,9,16,16,1.4,1.4,0.76,0.57,0.95,0.95,13.61806,13.61806,5.39172,8.967,5.6704,5.6704,87,87,1,60,25,25,3.44,3.44,0.98,2.2,-300,-300,2,2,2,6,6,6,2,2,1,6,3,3,0.285,0.285,0.985,1.16,-300,-300,1529,1529,1342,-182.962,-182.962,4428,35,35,46,6.4,5.24,5.24,0.534,22.5,60.6,60.6,432,213.9,822,822,180.5,2446,0.182,0.182,3.57,0.131,0.139,0.139,0.847,1.47,1.377,0.846,1.21,0.889730177
Eu2MgIrO6,Eu,3,Eu,3,Mg,2,Ir,4,O,-2,O,-2,NaN,294,2,236.6,8.67,P121/n1,14,10,11,0,0,0,0,8,8,12,77,63,63,15.9994,15.9994,24.305,192.217,151.964,151.964,3.5,3.5,1.23,1.55,-300,-300,1.377,1.377,0.81,0.889,1.21,1.21,1.087,1.087,0.765,1.26,1.26,0.86,2,3,3,9,16,16,1.4,1.4,0.72,0.63,0.95,0.95,13.61806,13.61806,7.64624,8.967,5.6704,5.6704,87,87,68,60,25,25,3.44,3.44,1.31,2.2,-300,-300,2,2,3,6,6,6,2,2,2,6,3,3,0.285,0.285,0.9,1.16,-300,-300,1529,1529,1090,-182.962,-182.962,4428,35,35,24.8,6.4,5.24,5.24,1.74,22.5,60.6,60.6,348.9,213.9,822,822,650,2446,0.182,0.182,1.024,0.131,0.139,0.139,1.56,1.47,1.377,0.8495,1.21,0.888218132
EuRhO3,Eu,3,Eu,3,Rh,3,Rh,3,O,-2,O,-2,5,294,4,234.21,8.54,Pnma,62,10,11,0,0,0,0,8,8,45,45,63,63,15.9994,15.9994,102.9055,102.9055,151.964,151.964,3.5,3.5,1.45,1.45,-300,-300,1.377,1.377,0.839,0.839,1.21,1.21,1.087,1.087,0.805,1.26,1.26,0.805,9,3,3,9,16,16,1.4,1.4,0.67,0.67,0.95,0.95,13.61806,13.61806,7.4589,7.4589,5.6704,5.6704,87,87,59,59,25,25,3.44,3.44,2.28,2.28,-300,-300,2,2,5,5,6,6,2,2,4,4,3,3,0.285,0.285,1.11,1.11,-300,-300,1529,1529,3695,-182.962,-182.962,3695,35,35,8.2,8.2,5.24,5.24,12.4,12.4,60.6,60.6,258.4,258.4,822,822,1963,1963,0.182,0.182,0.243,0.243,0.139,0.139,1.5,1.5,1.377,0.839,1.21,0.892769762
Gd2MgIrO6,Gd,3,Gd,3,Mg,2,Ir,4,O,-2,O,-2,NaN,294,2,234.99,8.88,P121/n1,14,10,11,0,0,0,0,8,8,12,77,64,64,15.9994,15.9994,24.305,192.217,157.25,157.25,3.5,3.5,1.23,1.55,-300,-300,1.368,1.368,0.81,0.889,1.21,1.21,1.078,1.078,0.765,1.26,1.26,0.86,2,3,3,9,16,16,1.4,1.4,0.72,0.63,0.94,0.94,13.61806,13.61806,7.64624,8.967,6.1501,6.1501,87,87,68,60,27,27,3.44,3.44,1.31,2.2,1.2,1.2,2,2,3,6,6,6,2,2,2,6,3,3,0.285,0.285,0.9,1.16,-300,-300,3273,3273,1090,-182.962,-182.962,4428,9.4,9.4,24.8,6.4,7.9,7.9,1.74,22.5,63.6,63.6,348.9,213.9,1313,1313,650,2446,0.235,0.235,1.024,0.131,0.105,0.105,1.56,1.47,1.368,0.8495,1.21,0.885128081
La2KNbO6,La,3,La,3,K,1,Nb,5,O,-2,O,-2,16,294,4,629.56,5.34,C12/m1,12,-300,0,0,0,0,0,8,8,19,41,57,57,15.9994,15.9994,39.0983,92.90638,138.9055,138.9055,3.5,3.5,0.91,1.23,1.08,1.08,1.475,1.475,0.768,1.585,1.21,1.21,1.172,1.172,0.78,1.26,1.26,1.52,1,3,3,5,16,16,1.4,1.4,1.38,0.64,1.03,1.03,13.61806,13.61806,4.34066,6.75885,5.5769,5.5769,87,87,3,47,13,13,3.44,3.44,0.82,1.6,1.1,1.1,2,2,4,5,6,6,2,2,1,6,4,4,0.285,0.285,1.54,1.23,1.375,1.375,3464,3464,759,-182.962,-182.962,4744,12.1,12.1,83.3,7.3,6.15,6.15,0.89,8.57,44.6,44.6,59.6,323,918,918,63.38,2477,0.195,0.195,0.757,0.265,0.134,0.134,1.024,0.537,1.475,1.1765,1.21,0.795550684
La2LiIrO6,La,3,La,3,Li,1,Ir,5,O,-2,O,-2,NaN,294,2,245.77,7.76,P121/n1,14,10,11,0,0,0,0,8,8,3,77,57,57,15.9994,15.9994,6.941,192.217,138.9055,138.9055,3.5,3.5,0.97,1.55,1.08,1.08,1.475,1.475,0.773,0.919,1.21,1.21,1.172,1.172,0.71,1.26,1.26,0.9,1,3,3,9,16,16,1.4,1.4,0.76,0.57,1.03,1.03,13.61806,13.61806,5.39172,8.967,5.5769,5.5769,87,87,1,60,13,13,3.44,3.44,0.98,2.2,1.1,1.1,2,2,2,6,6,6,2,2,1,6,4,4,0.285,0.285,0.985,1.16,1.375,1.375,3464,3464,1342,-182.962,-182.962,4428,12.1,12.1,46,6.4,6.15,6.15,0.534,22.5,44.6,44.6,432,213.9,918,918,180.5,2446,0.195,0.195,3.57,0.131,0.134,0.134,0.847,1.47,1.475,0.846,1.21,0.923434683
La2LiOsO6,La,3,La,3,Li,1,Os,5,O,-2,O,-2,NaN,294,2,247.4,7.66,P121/n1,14,10,11,0,0,0,0,8,8,3,76,57,57,15.9994,15.9994,6.941,190.23,138.9055,138.9055,3.5,3.5,0.97,1.52,1.08,1.08,1.475,1.475,-300,0.919,1.21,1.21,1.172,1.172,0.715,1.26,1.26,0.9,1,3,3,8,16,16,1.4,1.4,0.76,0.58,1.03,1.03,13.61806,13.61806,5.39172,8.4382,5.5769,5.5769,87,87,1,57,13,13,3.44,3.44,0.98,2.2,1.1,1.1,2,2,2,6,6,6,2,2,1,6,4,4,0.285,0.285,0.985,1.17,1.375,1.375,3464,3464,1342,-182.962,-182.962,5012,12.1,12.1,46,5.1,6.15,6.15,0.534,22.59,44.6,44.6,432,304.1,918,918,180.5,3033,0.195,0.195,3.57,0.13,0.134,0.134,0.847,0.876,1.475,-149.5405,1.21,-300
La2NaIrO6,La,3,La,3,Na,1,Ir,5,O,-2,O,-2,NaN,294,2,267.06,7.34,P121/n1,14,10,11,0,0,0,0,8,8,11,77,57,57,15.9994,15.9994,22.98977,192.217,138.9055,138.9055,3.5,3.5,1.01,1.55,1.08,1.08,1.475,1.475,0.773,1.256,1.21,1.21,1.172,1.172,0.71,1.26,1.26,1.16,1,3,3,9,16,16,1.4,1.4,1.02,0.57,1.03,1.03,13.61806,13.61806,5.13908,8.967,5.5769,5.5769,87,87,2,60,13,13,3.44,3.44,0.93,2.2,1.1,1.1,2,2,3,6,6,6,2,2,1,6,4,4,0.285,0.285,1.1,1.16,1.375,1.375,3464,3464,882.94,-182.962,-182.962,4428,12.1,12.1,71,6.4,6.15,6.15,0.97,22.5,44.6,44.6,113.1,213.9,918,918,97.79,2446,0.195,0.195,1.225,0.131,0.134,0.134,1.41,1.47,1.475,1.0145,1.21,0.853486944
LaRhO3,La,3,La,3,Rh,3,Rh,3,O,-2,O,-2,NaN,294,4,248.68,7.69,Pbnm,62,10,11,0,0,0,0,8,8,45,45,57,57,15.9994,15.9994,102.9055,102.9055,138.9055,138.9055,3.5,3.5,1.45,1.45,1.08,1.08,1.475,1.475,0.839,0.839,1.21,1.21,1.172,1.172,0.805,1.26,1.26,0.805,9,3,3,9,16,16,1.4,1.4,0.67,0.67,1.03,1.03,13.61806,13.61806,7.4589,7.4589,5.5769,5.5769,87,87,59,59,13,13,3.44,3.44,2.28,2.28,1.1,1.1,2,2,5,5,6,6,2,2,4,4,4,4,0.285,0.285,1.11,1.11,1.375,1.375,3464,3464,3695,-182.962,-182.962,3695,12.1,12.1,8.2,8.2,6.15,6.15,12.4,12.4,44.6,44.6,258.4,258.4,918,918,1963,1963,0.195,0.195,0.243,0.243,0.134,0.134,1.5,1.5,1.475,0.839,1.21,0.926589413
NaNO3,Na,1,Na,1,N,5,N,5,O,-2,O,-2,13,294,6,372.11,2.28,R-3cH,-300,-300,0,0,0,0,0,8,8,7,7,11,11,15.9994,15.9994,14.0067,14.0067,22.98977,22.98977,3.5,3.5,3.07,3.07,1.01,1.01,1.512,1.512,-300,-300,1.21,1.21,1.16,1.16,0.27,1.26,1.26,0.27,15,1,1,15,16,16,1.4,1.4,0.13,0.13,1.02,1.02,13.61806,13.61806,14.53414,14.53414,5.13908,5.13908,87,87,82,82,2,2,3.44,3.44,3.04,3.04,0.93,0.93,2,2,2,2,3,3,2,2,3,3,1,1,0.285,0.285,0.33,0.33,1.1,1.1,882.94,882.94,-300,-182.962,-182.962,-300,71,71,-300,-300,0.97,0.97,-300,-300,113.1,113.1,-300,-300,97.79,97.79,-300,-300,1.225,1.225,-300,-300,1.41,1.41,-300,-300,1.512,-300,1.21,-300
Nd2KNbO6,Nd,3,Nd,3,K,1,Nb,5,O,-2,O,-2,16,294,4,599.81,5.72,C12/m1,12,-300,0,0,0,0,0,8,8,19,41,60,60,15.9994,15.9994,39.0983,92.90638,144.24,144.24,3.5,3.5,0.91,1.23,-300,-300,1.408,1.408,0.768,1.585,1.21,1.21,1.123,1.123,0.78,1.26,1.26,1.52,1,3,3,5,16,16,1.4,1.4,1.38,0.64,0.98,0.98,13.61806,13.61806,4.34066,6.75885,5.525,5.525,87,87,3,47,19,19,3.44,3.44,0.82,1.6,1.14,1.14,2,2,4,5,6,6,2,2,1,6,3,3,0.285,0.285,1.54,1.23,-300,-300,3074,3074,759,-182.962,-182.962,4744,9.6,9.6,83.3,7.3,7.01,7.01,0.89,8.57,49.5,49.5,59.6,323,1021,1021,63.38,2477,0.191,0.191,0.757,0.265,0.165,0.165,1.024,0.537,1.408,1.1765,1.21,0.775698954
Nd2LiIrO6,Nd,3,Nd,3,Li,1,Ir,5,O,-2,O,-2,NaN,294,2,240.11,8.09,P121/n1,14,10,11,0,0,0,0,8,8,3,77,60,60,15.9994,15.9994,6.941,192.217,144.24,144.24,3.5,3.5,0.97,1.55,-300,-300,1.408,1.408,0.773,0.919,1.21,1.21,1.123,1.123,0.71,1.26,1.26,0.9,1,3,3,9,16,16,1.4,1.4,0.76,0.57,0.98,0.98,13.61806,13.61806,5.39172,8.967,5.525,5.525,87,87,1,60,19,19,3.44,3.44,0.98,2.2,1.14,1.14,2,2,2,6,6,6,2,2,1,6,3,3,0.285,0.285,0.985,1.16,-300,-300,3074,3074,1342,-182.962,-182.962,4428,9.6,9.6,46,6.4,7.01,7.01,0.534,22.5,49.5,49.5,432,213.9,1021,1021,180.5,2446,0.191,0.191,3.57,0.131,0.165,0.165,0.847,1.47,1.408,0.846,1.21,0.900391806
Nd2LiOsO6,Nd,3,Nd,3,Li,1,Os,5,O,-2,O,-2,NaN,294,2,240.79,8.02,P121/n1,14,10,11,0,0,0,0,8,8,3,76,60,60,15.9994,15.9994,6.941,190.23,144.24,144.24,3.5,3.5,0.97,1.52,-300,-300,1.408,1.408,-300,0.919,1.21,1.21,1.123,1.123,0.715,1.26,1.26,0.9,1,3,3,8,16,16,1.4,1.4,0.76,0.58,0.98,0.98,13.61806,13.61806,5.39172,8.4382,5.525,5.525,87,87,1,57,19,19,3.44,3.44,0.98,2.2,1.14,1.14,2,2,2,6,6,6,2,2,1,6,3,3,0.285,0.285,0.985,1.17,-300,-300,3074,3074,1342,-182.962,-182.962,5012,9.6,9.6,46,5.1,7.01,7.01,0.534,22.59,49.5,49.5,432,304.1,1021,1021,180.5,3033,0.191,0.191,3.57,0.13,0.165,0.165,0.847,0.876,1.408,-149.5405,1.21,-300
Nd2MgIrO6,Nd,3,Nd,3,Mg,2,Ir,4,O,-2,O,-2,NaN,294,2,241.91,8.26,P121/n1,14,10,11,0,0,0,0,8,8,12,77,60,60,15.9994,15.9994,24.305,192.217,144.24,144.24,3.5,3.5,1.23,1.55,-300,-300,1.408,1.408,0.81,0.889,1.21,1.21,1.123,1.123,0.765,1.26,1.26,0.86,2,3,3,9,16,16,1.4,1.4,0.72,0.63,0.98,0.98,13.61806,13.61806,7.64624,8.967,5.525,5.525,87,87,68,60,19,19,3.44,3.44,1.31,2.2,1.14,1.14,2,2,3,6,6,6,2,2,2,6,3,3,0.285,0.285,0.9,1.16,-300,-300,3074,3074,1090,-182.962,-182.962,4428,9.6,9.6,24.8,6.4,7.01,7.01,1.74,22.5,49.5,49.5,348.9,213.9,1021,1021,650,2446,0.191,0.191,1.024,0.131,0.165,0.165,1.56,1.47,1.408,0.8495,1.21,0.898861643
Nd2NaIrO6,Nd,3,Nd,3,Na,1,Ir,5,O,-2,O,-2,NaN,294,2,258.02,7.73,P121/n1,14,10,11,0,0,0,0,8,8,11,77,60,60,15.9994,15.9994,22.98977,192.217,144.24,144.24,3.5,3.5,1.01,1.55,-300,-300,1.408,1.408,0.773,1.256,1.21,1.21,1.123,1.123,0.71,1.26,1.26,1.16,1,3,3,9,16,16,1.4,1.4,1.02,0.57,0.98,0.98,13.61806,13.61806,5.13908,8.967,5.525,5.525,87,87,2,60,19,19,3.44,3.44,0.93,2.2,1.14,1.14,2,2,3,6,6,6,2,2,1,6,3,3,0.285,0.285,1.1,1.16,-300,-300,3074,3074,882.94,-182.962,-182.962,4428,9.6,9.6,71,6.4,7.01,7.01,0.97,22.5,49.5,49.5,113.1,213.9,1021,1021,97.79,2446,0.191,0.191,1.225,0.131,0.165,0.165,1.41,1.47,1.408,1.0145,1.21,0.832189505
NdRhO3,Nd,3,Nd,3,Rh,3,Rh,3,O,-2,O,-2,NaN,294,4,240.29,8.11,Pnma,62,10,11,0,0,0,0,8,8,45,45,60,60,15.9994,15.9994,102.9055,102.9055,144.24,144.24,3.5,3.5,1.45,1.45,-300,-300,1.408,1.408,0.839,0.839,1.21,1.21,1.123,1.123,0.805,1.26,1.26,0.805,9,3,3,9,16,16,1.4,1.4,0.67,0.67,0.98,0.98,13.61806,13.61806,7.4589,7.4589,5.525,5.525,87,87,59,59,19,19,3.44,3.44,2.28,2.28,1.14,1.14,2,2,5,5,6,6,2,2,4,4,3,3,0.285,0.285,1.11,1.11,-300,-300,3074,3074,3695,-182.962,-182.962,3695,9.6,9.6,8.2,8.2,7.01,7.01,12.4,12.4,49.5,49.5,258.4,258.4,1021,1021,1963,1963,0.191,0.191,0.243,0.243,0.165,0.165,1.5,1.5,1.408,0.839,1.21,0.903467815
Pb2MgWO6,Pb,2,Pb,2,Mg,2,W,6,O,-2,O,-2,5,294,4,515.25,9.26,Pmcn,62,10,11,0,0,0,0,8,8,12,74,82,82,15.9994,15.9994,24.305,183.84,207.2,207.2,3.5,3.5,1.23,1.4,1.55,1.55,1.565,1.565,0.71,0.889,1.21,1.21,1.33,1.33,0.74,1.26,1.26,0.86,2,14,14,6,16,16,1.4,1.4,0.72,0.6,1.19,1.19,13.61806,13.61806,7.64624,7.864,7.41666,7.41666,87,87,68,51,81,81,3.44,3.44,1.31,1.7,1.8,1.8,2,2,3,6,6,6,2,2,2,7,5,5,0.285,0.285,0.9,1.22,0.96,0.96,1749,1749,1090,-182.962,-182.962,5555,28.9,28.9,24.8,4.5,11.3,11.3,1.74,19.3,23.1,23.1,348.9,284.5,327.46,327.46,650,3414,0.127,0.127,1.024,0.132,0.353,0.353,1.56,1.74,1.565,0.7995,1.21,0.976472415
Pr2LiIrO6,Pr,3,Pr,3,Li,1,Ir,5,O,-2,O,-2,NaN,294,2,241.62,7.94,P121/n1,14,10,11,0,0,0,0,8,8,3,77,59,59,15.9994,15.9994,6.941,192.217,140.90765,140.90765,3.5,3.5,0.97,1.55,-300,-300,1.441,1.441,0.773,0.919,1.21,1.21,1.13,1.13,0.71,1.26,1.26,0.9,1,3,3,9,16,16,1.4,1.4,0.76,0.57,0.99,0.99,13.61806,13.61806,5.39172,8.967,5.473,5.473,87,87,1,60,17,17,3.44,3.44,0.98,2.2,1.13,1.13,2,2,2,6,6,6,2,2,1,6,3,3,0.285,0.285,0.985,1.16,-300,-300,3520,3520,1342,-182.962,-182.962,4428,6.7,6.7,46,6.4,6.77,6.77,0.534,22.5,48.9,48.9,432,213.9,931,931,180.5,2446,0.193,0.193,3.57,0.131,0.125,0.125,0.847,1.47,1.441,0.846,1.21,0.911741283
Pr2MgIrO6,Pr,3,Pr,3,Mg,2,Ir,4,O,-2,O,-2,NaN,294,2,243.74,8.11,P121/n1,14,10,11,0,0,0,0,8,8,12,77,59,59,15.9994,15.9994,24.305,192.217,140.90765,140.90765,3.5,3.5,1.23,1.55,-300,-300,1.441,1.441,0.81,0.889,1.21,1.21,1.13,1.13,0.765,1.26,1.26,0.86,2,3,3,9,16,16,1.4,1.4,0.72,0.63,0.99,0.99,13.61806,13.61806,7.64624,8.967,5.473,5.473,87,87,68,60,17,17,3.44,3.44,1.31,2.2,1.13,1.13,2,2,3,6,6,6,2,2,2,6,3,3,0.285,0.285,0.9,1.16,-300,-300,3520,3520,1090,-182.962,-182.962,4428,6.7,6.7,24.8,6.4,6.77,6.77,1.74,22.5,48.9,48.9,348.9,213.9,931,931,650,2446,0.193,0.193,1.024,0.131,0.125,0.125,1.56,1.47,1.441,0.8495,1.21,0.910191831
Pr2NaIrO6,Pr,3,Pr,3,Na,1,Ir,5,O,-2,O,-2,NaN,294,2,260.67,7.57,P121/n1,14,10,11,0,0,0,0,8,8,11,77,59,59,15.9994,15.9994,22.98977,192.217,140.90765,140.90765,3.5,3.5,1.01,1.55,-300,-300,1.441,1.441,0.773,1.256,1.21,1.21,1.13,1.13,0.71,1.26,1.26,1.16,1,3,3,9,16,16,1.4,1.4,1.02,0.57,0.99,0.99,13.61806,13.61806,5.13908,8.967,5.473,5.473,87,87,2,60,17,17,3.44,3.44,0.93,2.2,1.13,1.13,2,2,3,6,6,6,2,2,1,6,3,3,0.285,0.285,1.1,1.16,-300,-300,3520,3520,882.94,-182.962,-182.962,4428,6.7,6.7,71,6.4,6.77,6.77,0.97,22.5,48.9,48.9,113.1,213.9,931,931,97.79,2446,0.193,0.193,1.225,0.131,0.125,0.125,1.41,1.47,1.441,1.0145,1.21,0.842679288
Pr2NaOsO6,Pr,3,Pr,3,Na,1,Os,5,O,-2,O,-2,NaN,294,2,261.25,7.51,P121/n1,14,10,11,0,0,0,0,8,8,11,76,59,59,15.9994,15.9994,22.98977,190.23,140.90765,140.90765,3.5,3.5,1.01,1.52,-300,-300,1.441,1.441,-300,1.256,1.21,1.21,1.13,1.13,0.715,1.26,1.26,1.16,1,3,3,8,16,16,1.4,1.4,1.02,0.58,0.99,0.99,13.61806,13.61806,5.13908,8.4382,5.473,5.473,87,87,2,57,17,17,3.44,3.44,0.93,2.2,1.13,1.13,2,2,3,6,6,6,2,2,1,6,3,3,0.285,0.285,1.1,1.17,-300,-300,3520,3520,882.94,-182.962,-182.962,5012,6.7,6.7,71,5.1,6.77,6.77,0.97,22.59,48.9,48.9,113.1,304.1,931,931,97.79,3033,0.193,0.193,1.225,0.13,0.125,0.125,1.41,0.876,1.441,-149.372,1.21,-300
PrRhO3,Pr,3,Pr,3,Rh,3,Rh,3,O,-2,O,-2,NaN,294,4,242.64,7.94,Pbnm,62,10,11,0,0,0,0,8,8,45,45,59,59,15.9994,15.9994,102.9055,102.9055,140.90765,140.90765,3.5,3.5,1.45,1.45,-300,-300,1.441,1.441,0.839,0.839,1.21,1.21,1.13,1.13,0.805,1.26,1.26,0.805,9,3,3,9,16,16,1.4,1.4,0.67,0.67,0.99,0.99,13.61806,13.61806,7.4589,7.4589,5.473,5.473,87,87,59,59,17,17,3.44,3.44,2.28,2.28,1.13,1.13,2,2,5,5,6,6,2,2,4,4,3,3,0.285,0.285,1.11,1.11,-300,-300,3520,3520,3695,-182.962,-182.962,3695,6.7,6.7,8.2,8.2,6.77,6.77,12.4,12.4,48.9,48.9,258.4,258.4,931,931,1963,1963,0.193,0.193,0.243,0.243,0.125,0.125,1.5,1.5,1.441,0.839,1.21,0.914856065
Sm2LiIrO6,Sm,3,Sm,3,Li,1,Ir,5,O,-2,O,-2,NaN,294,2,235.81,8.41,P121/n1,14,10,11,0,0,0,0,8,8,3,77,62,62,15.9994,15.9994,6.941,192.217,150.36,150.36,3.5,3.5,0.97,1.55,-300,-300,1.391,1.391,0.773,0.919,1.21,1.21,1.098,1.098,0.71,1.26,1.26,0.9,1,3,3,9,16,16,1.4,1.4,0.76,0.57,0.96,0.96,13.61806,13.61806,5.39172,8.967,5.6436,5.6436,87,87,1,60,23,23,3.44,3.44,0.98,2.2,1.17,1.17,2,2,2,6,6,6,2,2,1,6,3,3,0.285,0.285,0.985,1.16,-300,-300,1794,1794,1342,-182.962,-182.962,4428,12.7,12.7,46,6.4,7.52,7.52,0.534,22.5,57.3,57.3,432,213.9,1074,1074,180.5,2446,0.196,0.196,3.57,0.131,0.133,0.133,0.847,1.47,1.391,0.846,1.21,0.894545106
