Compound,A,OxidationStateofA,Aprime,OxidationStateofAprime,B,OxidationStateofB,Bprime,OxidationStateofBprime,X,OxidationStateofX,Xprime,OxidationStateofXprime,GroupCat,Temperature,Z,Volume,CalculatedDensity,SpaceGroup,SpaceGroupNumber,TiltAll_1,TiltAll_2,TiltAll_3,TiltAll_4,TiltAll_5,TiltAll_6,ZofX,ZofXprime,ZofB,ZofBprime,ZofA,ZofAprime,AtomicMassofX,AtomicMassofXprime,AtomicMassofB,AtomicMassofBprime,AtomicMassofA,AtomicMassofAprime,ARENofX,ARENofXprime,ARENofB,ARENofBprime,ARENofA,ARENofAprime,r_XIIofA,r_XIIofAprime,r_VIofBprime,r_VIofB,rofX,rofXprime,r_VIIofB,CrystalRadiusofA,CrystalRadiusofAprime,CrystalRadiusofBprime,CrystalRadiusofX,CrystalRadiusofXprime,CrystalRadiusofB,GroupofB,GroupofA,GroupofAprime,GroupofBprime,GroupofX,GroupofXprime,IonicRadiiofX,IonicRadiiofXprime,IonicRadiiofB,IonicRadiiofBprime,IonicRadiiofA,IonicRadiiofAprime,IonizationPotentialofX,IonizationPotentialofXprime,IonizationPotentialofB,IonizationPotentialofBprime,IonizationPotentialofA,IonizationPotentialofAprime,MendeleevNumberofX,MendeleevNumberofXprime,MendeleevNumberofB,MendeleevNumberofBprime,MendeleevNumberofA,MendeleevNumberofAprime,PaulingENofX,PaulingENofXprime,PaulingENofB,PaulingENofBprime,PaulingENofA,PaulingENofAprime,PeriodofX,PeriodofXprime,PeriodofB,PeriodofBprime,PeriodofA,PeriodofAprime,ValenceElectronsofX,ValenceElectronsofXprime,ValenceElectronsofB,ValenceElectronsofBprime,ValenceElectronsofA,ValenceElectronsofAprime,ZungerRadiiofX,ZungerRadiiofXprime,ZungerRadiiofB,ZungerRadiiofBprime,ZungerRadiiofA,ZungerRadiiofAprime,BoilingPtofA,BoilingPtofAprime,BoilingPtofB,BoilingPtofX,BoilingPtofXprime,BoilingPtofBprime,CoefficientofLinearThermalExpansionatSpecofA,CoefficientofLinearThermalExpansionatSpecofAprime,CoefficientofLinearThermalExpansionatSpecofB,CoefficientofLinearThermalExpansionatSpecofBprime,DensityatSpecofA,DensityatSpecofAprime,DensityatSpecofB,DensityatSpecofBprime,EnthalpyofFusionofA,EnthalpyofFusionofAprime,EnthalpyofFusionofB,EnthalpyofFusionofBprime,MeltingPtofA,MeltingPtofAprime,MeltingPtofB,MeltingPtofBprime,SpecificHeatCapacityofA,SpecificHeatCapacityofAprime,SpecificHeatCapacityofB,SpecificHeatCapacityofBprime,ThermalHeatConductivityofA,ThermalHeatConductivityofAprime,ThermalHeatConductivityofB,ThermalHeatConductivityofBprime,rA,rB,rX,ToleranceBVP,Vc
AgNbO3,Ag,1,Ag,1,Nb,5,Nb,5,O,-2,O,-2,5,293,8,487.16,6.78,Pbcm,57,-300,0,0,0,0,0,8,8,41,41,47,47,15.9994,15.9994,92.90638,92.90638,107.8682,107.8682,3.5,3.5,1.23,1.23,1.42,1.42,1.551,1.551,0.768,0.768,1.21,1.21,0.825,1.29,1.29,0.78,1.26,1.26,0.78,5,11,11,5,16,16,1.4,1.4,0.64,0.64,1.15,1.15,13.61806,13.61806,6.75885,6.75885,7.5762,7.5762,87,87,47,47,65,65,3.44,3.44,1.6,1.6,1.93,1.93,2,2,5,5,5,5,2,2,6,6,2,2,0.285,0.285,1.23,1.23,1.045,1.045,2162,2162,4744,-182.962,-182.962,4744,18.9,18.9,7.3,7.3,10.5,10.5,8.57,8.57,104.6,104.6,323,323,961.78,961.78,2477,2477,0.235,0.235,0.265,0.265,4.29,4.29,0.537,0.537,1.551,0.768,1.21,0.987018111,118.2263371
AgNbO3,Ag,1,Ag,1,Nb,5,Nb,5,O,-2,O,-2,5,303,8,482.96,6.84,Pbcm,57,-300,0,0,0,0,0,8,8,41,41,47,47,15.9994,15.9994,92.90638,92.90638,107.8682,107.8682,3.5,3.5,1.23,1.23,1.42,1.42,1.551,1.551,0.768,0.768,1.21,1.21,0.825,1.29,1.29,0.78,1.26,1.26,0.78,5,11,11,5,16,16,1.4,1.4,0.64,0.64,1.15,1.15,13.61806,13.61806,6.75885,6.75885,7.5762,7.5762,87,87,47,47,65,65,3.44,3.44,1.6,1.6,1.93,1.93,2,2,5,5,5,5,2,2,6,6,2,2,0.285,0.285,1.23,1.23,1.045,1.045,2162,2162,4744,-182.962,-182.962,4744,18.9,18.9,7.3,7.3,10.5,10.5,8.57,8.57,104.6,104.6,323,323,961.78,961.78,2477,2477,0.235,0.235,0.265,0.265,4.29,4.29,0.537,0.537,1.551,0.768,1.21,0.987018111,118.2263371
AgNbO3,Ag,1,Ag,1,Nb,5,Nb,5,O,-2,O,-2,5,373,8,484.08,6.83,Pbcm,57,-300,0,0,0,0,0,8,8,41,41,47,47,15.9994,15.9994,92.90638,92.90638,107.8682,107.8682,3.5,3.5,1.23,1.23,1.42,1.42,1.551,1.551,0.768,0.768,1.21,1.21,0.825,1.29,1.29,0.78,1.26,1.26,0.78,5,11,11,5,16,16,1.4,1.4,0.64,0.64,1.15,1.15,13.61806,13.61806,6.75885,6.75885,7.5762,7.5762,87,87,47,47,65,65,3.44,3.44,1.6,1.6,1.93,1.93,2,2,5,5,5,5,2,2,6,6,2,2,0.285,0.285,1.23,1.23,1.045,1.045,2162,2162,4744,-182.962,-182.962,4744,18.9,18.9,7.3,7.3,10.5,10.5,8.57,8.57,104.6,104.6,323,323,961.78,961.78,2477,2477,0.235,0.235,0.265,0.265,4.29,4.29,0.537,0.537,1.551,0.768,1.21,0.987018111,118.2263371
AgNbO3,Ag,1,Ag,1,Nb,5,Nb,5,O,-2,O,-2,5,423,8,487.85,6.77,Pbcm,57,-300,0,0,0,0,0,8,8,41,41,47,47,15.9994,15.9994,92.90638,92.90638,107.8682,107.8682,3.5,3.5,1.23,1.23,1.42,1.42,1.551,1.551,0.768,0.768,1.21,1.21,0.825,1.29,1.29,0.78,1.26,1.26,0.78,5,11,11,5,16,16,1.4,1.4,0.64,0.64,1.15,1.15,13.61806,13.61806,6.75885,6.75885,7.5762,7.5762,87,87,47,47,65,65,3.44,3.44,1.6,1.6,1.93,1.93,2,2,5,5,5,5,2,2,6,6,2,2,0.285,0.285,1.23,1.23,1.045,1.045,2162,2162,4744,-182.962,-182.962,4744,18.9,18.9,7.3,7.3,10.5,10.5,8.57,8.57,104.6,104.6,323,323,961.78,961.78,2477,2477,0.235,0.235,0.265,0.265,4.29,4.29,0.537,0.537,1.551,0.768,1.21,0.987018111,118.2263371
AgNbO3,Ag,1,Ag,1,Nb,5,Nb,5,O,-2,O,-2,5,473,8,486.77,6.79,Pbcm,57,-300,0,0,0,0,0,8,8,41,41,47,47,15.9994,15.9994,92.90638,92.90638,107.8682,107.8682,3.5,3.5,1.23,1.23,1.42,1.42,1.551,1.551,0.768,0.768,1.21,1.21,0.825,1.29,1.29,0.78,1.26,1.26,0.78,5,11,11,5,16,16,1.4,1.4,0.64,0.64,1.15,1.15,13.61806,13.61806,6.75885,6.75885,7.5762,7.5762,87,87,47,47,65,65,3.44,3.44,1.6,1.6,1.93,1.93,2,2,5,5,5,5,2,2,6,6,2,2,0.285,0.285,1.23,1.23,1.045,1.045,2162,2162,4744,-182.962,-182.962,4744,18.9,18.9,7.3,7.3,10.5,10.5,8.57,8.57,104.6,104.6,323,323,961.78,961.78,2477,2477,0.235,0.235,0.265,0.265,4.29,4.29,0.537,0.537,1.551,0.768,1.21,0.987018111,118.2263371
AgNbO3,Ag,1,Ag,1,Nb,5,Nb,5,O,-2,O,-2,5,573,8,490.13,6.74,Pbcm,57,-300,0,0,0,0,0,8,8,41,41,47,47,15.9994,15.9994,92.90638,92.90638,107.8682,107.8682,3.5,3.5,1.23,1.23,1.42,1.42,1.551,1.551,0.768,0.768,1.21,1.21,0.825,1.29,1.29,0.78,1.26,1.26,0.78,5,11,11,5,16,16,1.4,1.4,0.64,0.64,1.15,1.15,13.61806,13.61806,6.75885,6.75885,7.5762,7.5762,87,87,47,47,65,65,3.44,3.44,1.6,1.6,1.93,1.93,2,2,5,5,5,5,2,2,6,6,2,2,0.285,0.285,1.23,1.23,1.045,1.045,2162,2162,4744,-182.962,-182.962,4744,18.9,18.9,7.3,7.3,10.5,10.5,8.57,8.57,104.6,104.6,323,323,961.78,961.78,2477,2477,0.235,0.235,0.265,0.265,4.29,4.29,0.537,0.537,1.551,0.768,1.21,0.987018111,118.2263371
AgNbO3,Ag,1,Ag,1,Nb,5,Nb,5,O,-2,O,-2,5,645,8,491.73,6.72,Cmcm,63,17,18,0,0,0,0,8,8,41,41,47,47,15.9994,15.9994,92.90638,92.90638,107.8682,107.8682,3.5,3.5,1.23,1.23,1.42,1.42,1.551,1.551,0.768,0.768,1.21,1.21,0.825,1.29,1.29,0.78,1.26,1.26,0.78,5,11,11,5,16,16,1.4,1.4,0.64,0.64,1.15,1.15,13.61806,13.61806,6.75885,6.75885,7.5762,7.5762,87,87,47,47,65,65,3.44,3.44,1.6,1.6,1.93,1.93,2,2,5,5,5,5,2,2,6,6,2,2,0.285,0.285,1.23,1.23,1.045,1.045,2162,2162,4744,-182.962,-182.962,4744,18.9,18.9,7.3,7.3,10.5,10.5,8.57,8.57,104.6,104.6,323,323,961.78,961.78,2477,2477,0.235,0.235,0.265,0.265,4.29,4.29,0.537,0.537,1.551,0.768,1.21,0.987018111,118.2263371
AgNiF3,Ag,1,Ag,1,Ni,2,Ni,2,F,-1,F,-1,NaN,NaN,NaN,NaN,NaN,,-300,-300,0,0,0,0,0,9,9,28,28,47,47,18.9984032,18.9984032,58.6934,58.6934,107.8682,107.8682,4.1,4.1,1.75,1.75,1.42,1.42,1.551,1.551,0.85,0.85,1.145,1.145,0.908,1.29,1.29,0.83,1.19,1.19,0.83,10,11,11,10,17,17,1.33,1.33,0.69,0.69,1.15,1.15,17.42282,17.42282,7.6398,7.6398,7.5762,7.5762,93,93,55,55,65,65,3.98,3.98,1.91,1.91,1.93,1.93,2,2,4,4,5,5,1,1,2,2,2,2,0.25,0.25,0.96,0.96,1.045,1.045,2162,2162,2913,-188.11,-188.11,2913,18.9,18.9,13.4,13.4,10.5,10.5,8.9,8.9,104.6,104.6,290.3,290.3,961.78,961.78,1455,1455,0.235,0.235,0.445,0.445,4.29,4.29,0.907,0.907,1.551,0.85,1.145,0.955568863,18.16955624
AgPbBr3,Ag,1,Ag,1,Pb,2,Pb,2,Br,-1,Br,-1,16,219.85,NaN,NaN,NaN,Cmcm,63,17,18,0,0,0,0,35,35,82,82,47,47,79.904,79.904,207.2,207.2,107.8682,107.8682,2.74,2.74,1.55,1.55,1.42,1.42,1.551,1.551,1.308,1.308,1.82,1.82,1.366,1.29,1.29,1.33,1.82,1.82,1.33,14,11,11,14,17,17,1.96,1.96,1.19,1.19,1.15,1.15,11.81381,11.81381,7.41666,7.41666,7.5762,7.5762,95,95,81,81,65,65,2.96,2.96,1.8,1.8,1.93,1.93,4,4,6,6,5,5,2,2,5,5,2,2,0.58,0.58,0.96,0.96,1.045,1.045,2162,2162,1749,58.8,58.8,1749,18.9,18.9,28.9,28.9,10.5,10.5,11.3,11.3,104.6,104.6,23.1,23.1,961.78,961.78,327.46,327.46,0.235,0.235,0.127,0.127,4.29,4.29,0.353,0.353,1.551,1.308,1.82,0.76203867,14.90481624
AgPbBr3,Ag,1,Ag,1,Pb,2,Pb,2,Br,-1,Br,-1,16,282,NaN,NaN,NaN,Cmcm,63,17,18,0,0,0,0,35,35,82,82,47,47,79.904,79.904,207.2,207.2,107.8682,107.8682,2.74,2.74,1.55,1.55,1.42,1.42,1.551,1.551,1.308,1.308,1.82,1.82,1.366,1.29,1.29,1.33,1.82,1.82,1.33,14,11,11,14,17,17,1.96,1.96,1.19,1.19,1.15,1.15,11.81381,11.81381,7.41666,7.41666,7.5762,7.5762,95,95,81,81,65,65,2.96,2.96,1.8,1.8,1.93,1.93,4,4,6,6,5,5,2,2,5,5,2,2,0.58,0.58,0.96,0.96,1.045,1.045,2162,2162,1749,58.8,58.8,1749,18.9,18.9,28.9,28.9,10.5,10.5,11.3,11.3,104.6,104.6,23.1,23.1,961.78,961.78,327.46,327.46,0.235,0.235,0.127,0.127,4.29,4.29,0.353,0.353,1.551,1.308,1.82,0.76203867,14.90481624
AgPbF3,Ag,1,Ag,1,Pb,2,Pb,2,F,-1,F,-1,16,NaN,NaN,NaN,NaN,,-300,-300,0,0,0,0,0,9,9,82,82,47,47,18.9984032,18.9984032,207.2,207.2,107.8682,107.8682,4.1,4.1,1.55,1.55,1.42,1.42,1.551,1.551,1.308,1.308,1.145,1.145,1.366,1.29,1.29,1.33,1.19,1.19,1.33,14,11,11,14,17,17,1.33,1.33,1.19,1.19,1.15,1.15,17.42282,17.42282,7.41666,7.41666,7.5762,7.5762,93,93,81,81,65,65,3.98,3.98,1.8,1.8,1.93,1.93,2,2,6,6,5,5,1,1,5,5,2,2,0.25,0.25,0.96,0.96,1.045,1.045,2162,2162,1749,-188.11,-188.11,1749,18.9,18.9,28.9,28.9,10.5,10.5,11.3,11.3,104.6,104.6,23.1,23.1,961.78,961.78,327.46,327.46,0.235,0.235,0.127,0.127,4.29,4.29,0.353,0.353,1.551,1.308,1.145,0.777154457,14.90481624
AgTaS3,Ag,1,Ag,1,Ta,5,Ta,5,S,-2,S,-2,11,293,4,368.63,6.94,Cmcm,63,17,18,0,0,0,0,16,16,73,73,47,47,32.065,32.065,180.9479,180.9479,107.8682,107.8682,2.44,2.44,1.33,1.33,1.42,1.42,1.551,1.551,0.777,0.777,-300,-300,0.834,1.29,1.29,0.78,1.7,1.7,0.78,5,11,11,5,16,16,1.84,1.84,0.64,0.64,1.15,1.15,10.36001,10.36001,7.5496,7.5496,7.5762,7.5762,88,88,48,48,65,65,2.58,2.58,1.5,1.5,1.93,1.93,3,3,6,6,5,5,6,6,6,6,2,2,0.54,0.54,1.28,1.28,1.045,1.045,2162,2162,5458,444.61,444.61,5458,18.9,18.9,6.3,6.3,10.5,10.5,16.4,16.4,104.6,104.6,202.1,202.1,961.78,961.78,3007,3007,0.235,0.235,0.14,0.14,4.29,4.29,0.575,0.575,1.551,0.777,-300,0.705277708,117.6989113
AgVO3,V,5,V,5,Ag,1,Ag,1,O,-2,O,-2,7,296,8,563.28,4.88,C121/c1,15,13,0,0,0,0,0,8,8,47,47,23,23,15.9994,15.9994,107.8682,107.8682,50.9415,50.9415,3.5,3.5,1.42,1.42,1.45,1.45,0.917,0.917,1.295,1.295,1.21,1.21,1.352,0.68,0.68,1.29,1.26,1.26,1.29,11,5,5,11,16,16,1.4,1.4,1.15,1.15,0.54,0.54,13.61806,13.61806,7.5762,7.5762,6.7462,6.7462,87,87,65,65,46,46,3.44,3.44,1.93,1.93,1.63,1.63,2,2,5,5,4,4,2,2,2,2,5,5,0.285,0.285,1.045,1.045,1.09,1.09,3407,3407,2162,-182.962,-182.962,2162,8.4,8.4,18.9,18.9,6,6,10.5,10.5,422,422,104.6,104.6,1910,1910,961.78,961.78,0.489,0.489,0.235,0.235,0.307,0.307,4.29,4.29,0.917,1.295,1.21,0.600405638,3.746093891
AgZnF3,Ag,1,Ag,1,Zn,2,Zn,2,F,-1,F,-1,3,293,1,58.86,6.5,Pm-3m,221,23,0,0,0,0,0,9,9,30,30,47,47,18.9984032,18.9984032,65.409,65.409,107.8682,107.8682,4.1,4.1,1.66,1.66,1.42,1.42,1.551,1.551,0.9,0.9,1.145,1.145,0.958,1.29,1.29,0.88,1.19,1.19,0.88,12,11,11,12,17,17,1.33,1.33,0.74,0.74,1.15,1.15,17.42282,17.42282,9.3942,9.3942,7.5762,7.5762,93,93,69,69,65,65,3.98,3.98,1.65,1.65,1.93,1.93,2,2,4,4,5,5,1,1,3,3,2,2,0.25,0.25,0.82,0.82,1.045,1.045,2162,2162,907,-188.11,-188.11,907,18.9,18.9,30.2,30.2,10.5,10.5,7.14,7.14,104.6,104.6,108.1,108.1,961.78,961.78,419.53,419.53,0.235,0.235,0.388,0.388,4.29,4.29,1.16,1.16,1.551,0.9,1.145,0.932205321,17.74522213
AlBO3,Al,3,Al,3,B,3,B,3,O,-2,O,-2,13,293,6,237.18,3.6,R-3cH,-300,-300,0,0,0,0,0,8,8,5,5,13,13,15.9994,15.9994,10.811,10.811,26.981538,26.981538,3.5,3.5,2.01,2.01,1.47,1.47,0.923,0.923,0.417,0.417,1.21,1.21,0.475,0.675,0.675,0.41,1.26,1.26,0.41,13,13,13,13,16,16,1.4,1.4,-300,-300,0.54,0.54,13.61806,13.61806,8.29803,8.29803,5.98577,5.98577,87,87,72,72,73,73,3.44,3.44,2.04,2.04,1.61,1.61,2,2,2,2,3,3,2,2,3,3,3,3,0.285,0.285,0.48,0.48,0.77,0.77,2519,2519,-300,-182.962,-182.962,-300,23.1,23.1,-300,-300,2.7,2.7,-300,-300,399.9,399.9,-300,-300,660.32,660.32,-300,-300,0.904,0.904,-300,-300,2.37,2.37,-300,-300,0.923,0.417,1.21,0.927018294,51.55836001
AsBO3,As,3,As,3,B,3,B,3,O,-2,O,-2,NaN,NaN,NaN,NaN,NaN,,-300,-300,0,0,0,0,0,8,8,5,5,33,33,15.9994,15.9994,10.811,10.811,74.9216,74.9216,3.5,3.5,2.01,2.01,2.02,2.02,1.092,1.092,0.417,0.417,1.21,1.21,0.475,0.72,0.72,0.41,1.26,1.26,0.41,13,15,15,13,16,16,1.4,1.4,-300,-300,0.58,0.58,13.61806,13.61806,8.29803,8.29803,9.7886,9.7886,87,87,72,72,84,84,3.44,3.44,2.04,2.04,2.18,2.18,2,2,2,2,4,4,2,2,3,3,6,6,0.285,0.285,0.48,0.48,0.67,0.67,-300,-300,-300,-182.962,-182.962,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,1.092,0.417,1.21,1.000467001,51.55836001
B2BaTiO6,B,3,B,3,Ba,2,Ti,4,O,-2,O,-2,NaN,293,3,354.59,4.25,R-3H,-300,-300,0,0,0,0,0,8,8,56,22,5,5,15.9994,15.9994,137.327,47.867,10.811,10.811,3.5,3.5,0.97,1.32,2.01,2.01,0.674,0.674,0.755,1.481,1.21,1.21,1.539,0.41,0.41,0.745,1.26,1.26,1.49,2,13,13,4,16,16,1.4,1.4,1.35,0.61,-300,-300,13.61806,13.61806,5.2117,6.8281,8.29803,8.29803,87,87,9,43,72,72,3.44,3.44,0.89,1.54,2.04,2.04,2,2,6,4,2,2,2,2,3,4,3,3,0.285,0.285,1.515,1.15,0.48,0.48,-300,-300,1897,-182.962,-182.962,3287,-300,-300,20.6,8.6,-300,-300,3.62,4.51,-300,-300,51.8,295.6,-300,-300,727,1670,-300,-300,0.205,0.522,-300,-300,0.184,0.219,0.674,1.118,1.21,0.57224621,31.88086702
B2BaZrO6,B,3,B,3,Ba,2,Zr,4,O,-2,O,-2,NaN,293,6,784.1,4.4,R3cH,-300,-300,0,0,0,0,0,8,8,56,40,5,5,15.9994,15.9994,137.327,91.224,10.811,10.811,3.5,3.5,0.97,1.22,2.01,2.01,0.674,0.674,0.868,1.481,1.21,1.21,1.539,0.41,0.41,0.86,1.26,1.26,1.49,2,13,13,4,16,16,1.4,1.4,1.35,0.72,-300,-300,13.61806,13.61806,5.2117,6.6339,8.29803,8.29803,87,87,9,44,72,72,3.44,3.44,0.89,1.33,2.04,2.04,2,2,6,5,2,2,2,2,3,5,3,3,0.285,0.285,1.515,1.265,0.48,0.48,-300,-300,1897,-182.962,-182.962,4409,-300,-300,20.6,5.7,-300,-300,3.62,6.52,-300,-300,51.8,230.2,-300,-300,727,1854,-300,-300,0.205,0.278,-300,-300,0.184,0.227,0.674,1.1745,1.21,0.55868701,31.19114762
B2CaSnO6,B,3,B,3,Ca,2,Sn,4,O,-2,O,-2,NaN,293,3,328.69,4.19,R-3H,-300,-300,0,0,0,0,0,8,8,20,50,5,5,15.9994,15.9994,40.078,118.71,10.811,10.811,3.5,3.5,1.04,1.72,2.01,2.01,0.674,0.674,0.845,1.163,1.21,1.21,1.221,0.41,0.41,0.83,1.26,1.26,1.14,2,13,13,14,16,16,1.4,1.4,1,0.69,-300,-300,13.61806,13.61806,6.11316,7.3439,8.29803,8.29803,87,87,7,80,72,72,3.44,3.44,1,1.96,2.04,2.04,2,2,4,5,2,2,2,2,2,5,3,3,0.285,0.285,1.32,0.88,0.48,0.48,-300,-300,1484,-182.962,-182.962,2602,-300,-300,22.3,22,-300,-300,1.54,7.26,-300,-300,213.1,60.4,-300,-300,842,231.93,-300,-300,0.646,0.227,-300,-300,2,0.666,0.674,1.004,1.21,0.601711461,33.6859367
B2CsNbO6,B,3,B,3,Cs,1,Nb,5,O,-2,O,-2,NaN,293,2,291.68,3.91,Pmn21,31,-300,0,0,0,0,0,8,8,55,41,5,5,15.9994,15.9994,132.90545,92.90638,10.811,10.811,3.5,3.5,0.8,1.23,2.01,2.01,0.674,0.674,0.768,1.87,1.21,1.21,1.927,0.41,0.41,0.78,1.26,1.26,1.81,1,13,13,5,16,16,1.4,1.4,1.67,0.64,-300,-300,13.61806,13.61806,3.8939,6.75885,8.29803,8.29803,87,87,5,47,72,72,3.44,3.44,0.79,1.6,2.04,2.04,2,2,6,5,2,2,2,2,2,6,3,3,0.285,0.285,1.71,1.23,0.48,0.48,-300,-300,671,-182.962,-182.962,4744,-300,-300,97,7.3,-300,-300,1.93,8.57,-300,-300,15.7,323,-300,-300,28.44,2477,-300,-300,0.242,0.265,-300,-300,0.359,0.537,0.674,1.319,1.21,0.526765194,18.29015723
B2CsTaO6,B,3,B,3,Cs,1,Ta,5,O,-2,O,-2,NaN,293,2,288.11,4.97,Pmn21,31,-300,0,0,0,0,0,8,8,55,73,5,5,15.9994,15.9994,132.90545,180.9479,10.811,10.811,3.5,3.5,0.8,1.33,2.01,2.01,0.674,0.674,0.777,1.87,1.21,1.21,1.927,0.41,0.41,0.78,1.26,1.26,1.81,1,13,13,5,16,16,1.4,1.4,1.67,0.64,-300,-300,13.61806,13.61806,3.8939,7.5496,8.29803,8.29803,87,87,5,48,72,72,3.44,3.44,0.79,1.5,2.04,2.04,2,2,6,6,2,2,2,2,2,6,3,3,0.285,0.285,1.71,1.28,0.48,0.48,-300,-300,671,-182.962,-182.962,5458,-300,-300,97,6.3,-300,-300,1.93,16.4,-300,-300,15.7,202.1,-300,-300,28.44,3007,-300,-300,0.242,0.14,-300,-300,0.359,0.575,0.674,1.3235,1.21,0.525829554,18.26063641
B2KNbO6,B,3,B,3,K,1,K,5,O,-2,O,-2,NaN,293,16,2086.76,3.18,Pbn21,33,-300,0,0,0,0,0,8,8,19,19,5,5,15.9994,15.9994,39.0983,39.0983,10.811,10.811,3.5,3.5,0.91,0.91,2.01,2.01,0.674,0.674,-300,1.585,1.21,1.21,1.642,0.41,0.41,-300,1.26,1.26,1.52,1,13,13,1,16,16,1.4,1.4,1.38,-300,-300,-300,13.61806,13.61806,4.34066,4.34066,8.29803,8.29803,87,87,3,3,72,72,3.44,3.44,0.82,0.82,2.04,2.04,2,2,4,4,2,2,2,2,1,1,3,3,0.285,0.285,1.54,1.54,0.48,0.48,-300,-300,759,-182.962,-182.962,759,-300,-300,83.3,83.3,-300,-300,0.89,0.89,-300,-300,59.6,59.6,-300,-300,63.38,63.38,-300,-300,0.757,0.757,-300,-300,1.024,1.024,0.674,-149.2075,1.21,-300,-0.344548517
B2KSbO6,B,3,B,3,K,1,K,5,O,-2,O,-2,NaN,293,4,485.93,3.81,C1c1,9,-300,0,0,0,0,0,8,8,19,19,5,5,15.9994,15.9994,39.0983,39.0983,10.811,10.811,3.5,3.5,0.91,0.91,2.01,2.01,0.674,0.674,-300,1.585,1.21,1.21,1.642,0.41,0.41,-300,1.26,1.26,1.52,1,13,13,1,16,16,1.4,1.4,1.38,-300,-300,-300,13.61806,13.61806,4.34066,4.34066,8.29803,8.29803,87,87,3,3,72,72,3.44,3.44,0.82,0.82,2.04,2.04,2,2,4,4,2,2,2,2,1,1,3,3,0.285,0.285,1.54,1.54,0.48,0.48,-300,-300,759,-182.962,-182.962,759,-300,-300,83.3,83.3,-300,-300,0.89,0.89,-300,-300,59.6,59.6,-300,-300,63.38,63.38,-300,-300,0.757,0.757,-300,-300,1.024,1.024,0.674,-149.2075,1.21,-300,-0.344548517
B2KTaO6,B,3,B,3,K,1,K,5,O,-2,O,-2,NaN,293,2,261.73,4.28,Pmn21,31,-300,0,0,0,0,0,8,8,19,19,5,5,15.9994,15.9994,39.0983,39.0983,10.811,10.811,3.5,3.5,0.91,0.91,2.01,2.01,0.674,0.674,-300,1.585,1.21,1.21,1.642,0.41,0.41,-300,1.26,1.26,1.52,1,13,13,1,16,16,1.4,1.4,1.38,-300,-300,-300,13.61806,13.61806,4.34066,4.34066,8.29803,8.29803,87,87,3,3,72,72,3.44,3.44,0.82,0.82,2.04,2.04,2,2,4,4,2,2,2,2,1,1,3,3,0.285,0.285,1.54,1.54,0.48,0.48,-300,-300,759,-182.962,-182.962,759,-300,-300,83.3,83.3,-300,-300,0.89,0.89,-300,-300,59.6,59.6,-300,-300,63.38,63.38,-300,-300,0.757,0.757,-300,-300,1.024,1.024,0.674,-149.2075,1.21,-300,-0.344548517
B2MgSnO6,B,3,B,3,Mg,2,Sn,4,O,-2,O,-2,NaN,293,3,286.47,4.53,R-3H,-300,-300,0,0,0,0,0,8,8,12,50,5,5,15.9994,15.9994,24.305,118.71,10.811,10.811,3.5,3.5,1.23,1.72,2.01,2.01,0.674,0.674,0.845,0.889,1.21,1.21,0.947,0.41,0.41,0.83,1.26,1.26,0.86,2,13,13,14,16,16,1.4,1.4,0.72,0.69,-300,-300,13.61806,13.61806,7.64624,7.3439,8.29803,8.29803,87,87,68,80,72,72,3.44,3.44,1.31,1.96,2.04,2.04,2,2,3,5,2,2,2,2,2,5,3,3,0.285,0.285,0.9,0.88,0.48,0.48,-300,-300,1090,-182.962,-182.962,2602,-300,-300,24.8,22,-300,-300,1.74,7.26,-300,-300,348.9,60.4,-300,-300,650,231.93,-300,-300,1.024,0.227,-300,-300,1.56,0.666,0.674,0.867,1.21,0.641400662,36.02077845
B2MnSnO6,B,3,B,3,Mn,2,Sn,4,O,-2,O,-2,NaN,293,3,304.48,4.77,R-3H,-300,-300,0,0,0,0,0,8,8,25,50,5,5,15.9994,15.9994,54.938049,118.71,10.811,10.811,3.5,3.5,1.6,1.72,2.01,2.01,0.674,0.674,0.845,0.986,1.21,1.21,1.044,0.41,0.41,0.83,1.26,1.26,0.81,7,13,13,14,16,16,1.4,1.4,0.83,0.69,-300,-300,13.61806,13.61806,7.43402,7.3439,8.29803,8.29803,87,87,52,80,72,72,3.44,3.44,1.55,1.96,2.04,2.04,2,2,4,5,2,2,2,2,4,5,3,3,0.285,0.285,0.99,0.88,0.48,0.48,-300,-300,2061,-182.962,-182.962,2602,-300,-300,21.7,22,-300,-300,7.3,7.26,-300,-300,235,60.4,-300,-300,1246,231.93,-300,-300,0.479,0.227,-300,-300,0.0782,0.666,0.674,0.9155,1.21,0.626765079,35.15808751
