Compound,GroupCat,AtomicMassofX,AtomicMassofXprime,AtomicMassofB,AtomicMassofBprime,AtomicMassofA,AtomicMassofAprime,ARENofX,ARENofXprime,ARENofB,ARENofBprime,ARENofA,ARENofAprime,r_XIIofA,r_XIIofAprime,r_VIofBprime,r_VIofB,rofX,rofXprime,IonizationPotentialofX,IonizationPotentialofXprime,IonizationPotentialofB,IonizationPotentialofBprime,IonizationPotentialofA,IonizationPotentialofAprime,PaulingENofX,PaulingENofXprime,PaulingENofB,PaulingENofBprime,PaulingENofA,PaulingENofAprime,BoilingPtofA,BoilingPtofAprime,BoilingPtofB,BoilingPtofBprime,CoefficientofLinearThermalExpansionatSpecofA,CoefficientofLinearThermalExpansionatSpecofAprime,CoefficientofLinearThermalExpansionatSpecofB,CoefficientofLinearThermalExpansionatSpecofBprime,DensityatSpecofA,DensityatSpecofAprime,DensityatSpecofB,DensityatSpecofBprime,EnthalpyofFusionofA,EnthalpyofFusionofAprime,EnthalpyofFusionofB,EnthalpyofFusionofBprime,MeltingPtofA,MeltingPtofAprime,MeltingPtofB,MeltingPtofBprime,SpecificHeatCapacityofA,SpecificHeatCapacityofAprime,SpecificHeatCapacityofB,SpecificHeatCapacityofBprime,ThermalHeatConductivityofA,ThermalHeatConductivityofAprime,ThermalHeatConductivityofB,ThermalHeatConductivityofBprime,ToleranceBVP
CsYbBr3,3,79.904,79.904,173.04,173.04,132.90545,132.90545,2.74,2.74,-300,-300,0.8,0.8,2.126,2.126,-300,-300,1.82,1.82,11.81381,11.81381,6.25416,6.25416,3.8939,3.8939,2.96,2.96,-300,-300,0.79,0.79,671,671,1196,1196,97,97,26.3,26.3,1.93,1.93,6.9,6.9,15.7,15.7,44.3,44.3,28.44,28.44,819,819,0.242,0.242,0.154,0.154,0.359,0.359,0.385,0.385,-300
CsYbCl3,3,35.453,35.453,173.04,173.04,132.90545,132.90545,2.83,2.83,-300,-300,0.8,0.8,2.126,2.126,-300,-300,1.67,1.67,12.96764,12.96764,6.25416,6.25416,3.8939,3.8939,3.16,3.16,-300,-300,0.79,0.79,671,671,1196,1196,97,97,26.3,26.3,1.93,1.93,6.9,6.9,15.7,15.7,44.3,44.3,28.44,28.44,819,819,0.242,0.242,0.154,0.154,0.359,0.359,0.385,0.385,-300
CsYbF3,3,18.9984032,18.9984032,173.04,173.04,132.90545,132.90545,4.1,4.1,-300,-300,0.8,0.8,2.126,2.126,-300,-300,1.145,1.145,17.42282,17.42282,6.25416,6.25416,3.8939,3.8939,3.98,3.98,-300,-300,0.79,0.79,671,671,1196,1196,97,97,26.3,26.3,1.93,1.93,6.9,6.9,15.7,15.7,44.3,44.3,28.44,28.44,819,819,0.242,0.242,0.154,0.154,0.359,0.359,0.385,0.385,-300
CsYbI3,5,126.90447,126.90447,173.04,173.04,132.90545,132.90545,2.21,2.21,-300,-300,0.8,0.8,2.126,2.126,-300,-300,2.06,2.06,10.45126,10.45126,6.25416,6.25416,3.8939,3.8939,2.66,2.66,-300,-300,0.79,0.79,671,671,1196,1196,97,97,26.3,26.3,1.93,1.93,6.9,6.9,15.7,15.7,44.3,44.3,28.44,28.44,819,819,0.242,0.242,0.154,0.154,0.359,0.359,0.385,0.385,-300
Cu2BiPO6,16,15.9994,15.9994,208.98038,30.973761,63.546,63.546,3.5,3.5,1.67,2.06,1.75,1.75,1.132,1.132,0.474,1.14,1.21,1.21,13.61806,13.61806,7.2856,10.48669,7.72638,7.72638,3.44,3.44,1.9,2.19,1.9,1.9,2562,2562,1564,-300,16.5,16.5,13.4,-300,8.96,8.96,9.79,-300,203.5,203.5,53.3,-300,1084.62,1084.62,271.4,-300,0.384,0.384,0.122,-300,4.01,4.01,0.0787,-300,0.821043174
CuCdCl3,16,35.453,35.453,112.411,112.411,63.546,63.546,2.83,2.83,1.46,1.46,1.75,1.75,1.319,1.319,1.1,1.1,1.67,1.67,12.96764,12.96764,8.9938,8.9938,7.72638,7.72638,3.16,3.16,1.69,1.69,1.9,1.9,2562,2562,767,767,16.5,16.5,30.8,30.8,8.96,8.96,8.69,8.69,203.5,203.5,55.2,55.2,1084.62,1084.62,321.07,321.07,0.384,0.384,0.231,0.231,4.01,4.01,0.968,0.968,0.763011613
CuTaO3,5,15.9994,15.9994,180.9479,180.9479,63.546,63.546,3.5,3.5,1.33,1.33,1.75,1.75,1.319,1.319,0.777,0.777,1.21,1.21,13.61806,13.61806,7.5496,7.5496,7.72638,7.72638,3.44,3.44,1.5,1.5,1.9,1.9,2562,2562,5458,5458,16.5,16.5,6.3,6.3,8.96,8.96,16.4,16.4,203.5,203.5,202.1,202.1,1084.62,1084.62,3007,3007,0.384,0.384,0.14,0.14,4.01,4.01,0.575,0.575,0.899986437
Dy2CoMnO6,NaN,15.9994,15.9994,58.9332,54.938049,162.5,162.5,3.5,3.5,1.7,1.6,-300,-300,1.304,1.304,0.693,0.888,1.21,1.21,13.61806,13.61806,7.881,7.43402,5.9389,5.9389,3.44,3.44,1.88,1.55,1.22,1.22,2567,2567,2927,2061,9.9,9.9,13,21.7,8.55,8.55,8.86,7.3,68.1,68.1,272.5,235,1412,1412,1495,1246,0.17,0.17,0.421,0.479,0.107,0.107,1,0.0782,0.888611071
Dy2CuTiO6,16,15.9994,15.9994,63.546,47.867,162.5,162.5,3.5,3.5,1.75,1.32,-300,-300,1.304,1.304,0.755,0.875,1.21,1.21,13.61806,13.61806,7.72638,6.8281,5.9389,5.9389,3.44,3.44,1.9,1.54,1.22,1.22,2567,2567,2562,3287,9.9,9.9,16.5,8.6,8.55,8.55,8.96,4.51,68.1,68.1,203.5,295.6,1412,1412,1084.62,1670,0.17,0.17,0.384,0.522,0.107,0.107,4.01,0.219,0.877859974
Dy2NiMnO6,NaN,15.9994,15.9994,58.6934,54.938049,162.5,162.5,3.5,3.5,1.75,1.6,-300,-300,1.304,1.304,0.693,0.85,1.21,1.21,13.61806,13.61806,7.6398,7.43402,5.9389,5.9389,3.44,3.44,1.91,1.55,1.22,1.22,2567,2567,2913,2061,9.9,9.9,13.4,21.7,8.55,8.55,8.9,7.3,68.1,68.1,290.3,235,1412,1412,1455,1246,0.17,0.17,0.445,0.479,0.107,0.107,0.907,0.0782,0.897131692
DyAlO3,5,15.9994,15.9994,26.981538,26.981538,162.5,162.5,3.5,3.5,1.47,1.47,-300,-300,1.304,1.304,0.666,0.666,1.21,1.21,13.61806,13.61806,5.98577,5.98577,5.9389,5.9389,3.44,3.44,1.61,1.61,1.22,1.22,2567,2567,2519,2519,9.9,9.9,23.1,23.1,8.55,8.55,2.7,2.7,68.1,68.1,399.9,399.9,1412,1412,660.32,660.32,0.17,0.17,0.904,0.904,0.107,0.107,2.37,2.37,0.947583394
DyCrO3,5,15.9994,15.9994,51.9961,51.9961,162.5,162.5,3.5,3.5,1.56,1.56,-300,-300,1.304,1.304,0.77,0.77,1.21,1.21,13.61806,13.61806,6.7665,6.7665,5.9389,5.9389,3.44,3.44,1.66,1.66,1.22,1.22,2567,2567,2671,2671,9.9,9.9,4.9,4.9,8.55,8.55,7.15,7.15,68.1,68.1,404,404,1412,1412,1907,1907,0.17,0.17,0.45,0.45,0.107,0.107,0.937,0.937,0.897811337
DyFeO3,5,15.9994,15.9994,55.845,55.845,162.5,162.5,3.5,3.5,1.64,1.64,-300,-300,1.304,1.304,0.805,0.805,1.21,1.21,13.61806,13.61806,7.9024,7.9024,5.9389,5.9389,3.44,3.44,1.83,1.83,1.22,1.22,2567,2567,2861,2861,9.9,9.9,11.8,11.8,8.55,8.55,7.87,7.87,68.1,68.1,247.3,247.3,1412,1412,1538,1538,0.17,0.17,0.449,0.449,0.107,0.107,0.802,0.802,0.882216599
DyGaO3,5,15.9994,15.9994,69.723,69.723,162.5,162.5,3.5,3.5,1.82,1.82,-300,-300,1.304,1.304,0.776,0.776,1.21,1.21,13.61806,13.61806,5.9993,5.9993,5.9389,5.9389,3.44,3.44,1.81,1.81,1.22,1.22,2567,2567,2204,2204,9.9,9.9,18,18,8.55,8.55,5.91,5.91,68.1,68.1,80,80,1412,1412,29.767,29.767,0.17,0.17,0.374,0.374,0.107,0.107,0.406,0.406,0.895098916
DyScO3,5,15.9994,15.9994,44.95591,44.95591,162.5,162.5,3.5,3.5,1.2,1.2,-300,-300,1.304,1.304,0.895,0.895,1.21,1.21,13.61806,13.61806,6.5615,6.5615,5.9389,5.9389,3.44,3.44,1.36,1.36,1.22,1.22,2567,2567,2836,2836,9.9,9.9,10.2,10.2,8.55,8.55,2.99,2.99,68.1,68.1,314,314,1412,1412,1541,1541,0.17,0.17,0.567,0.567,0.107,0.107,0.158,0.158,0.844497125
DyScS3,NaN,32.065,32.065,44.95591,44.95591,162.5,162.5,2.44,2.44,1.2,1.2,-300,-300,1.304,1.304,0.895,0.895,-300,-300,10.36001,10.36001,6.5615,6.5615,5.9389,5.9389,2.58,2.58,1.36,1.36,1.22,1.22,2567,2567,2836,2836,9.9,9.9,10.2,10.2,8.55,8.55,2.99,2.99,68.1,68.1,314,314,1412,1412,1541,1541,0.17,0.17,0.567,0.567,0.107,0.107,0.158,0.158,0.706139874
DyVO3,5,15.9994,15.9994,50.9415,50.9415,162.5,162.5,3.5,3.5,1.45,1.45,-300,-300,1.304,1.304,0.789,0.789,1.21,1.21,13.61806,13.61806,6.7462,6.7462,5.9389,5.9389,3.44,3.44,1.63,1.63,1.22,1.22,2567,2567,3407,3407,9.9,9.9,8.4,8.4,8.55,8.55,6,6,68.1,68.1,422,422,1412,1412,1910,1910,0.17,0.17,0.489,0.489,0.107,0.107,0.307,0.307,0.889277863
Er2CuTiO6,16,15.9994,15.9994,63.546,47.867,167.259,167.259,3.5,3.5,1.75,1.32,-300,-300,1.291,1.291,0.755,0.875,1.21,1.21,13.61806,13.61806,7.72638,6.8281,6.1077,6.1077,3.44,3.44,1.9,1.54,1.24,1.24,2868,2868,2562,3287,12.2,12.2,16.5,8.6,9.07,9.07,8.96,4.51,119,119,203.5,295.6,1529,1529,1084.62,1670,0.168,0.168,0.384,0.522,0.145,0.145,4.01,0.219,0.873320523
ErCrO3,5,15.9994,15.9994,51.9961,51.9961,167.259,167.259,3.5,3.5,1.56,1.56,-300,-300,1.291,1.291,0.77,0.77,1.21,1.21,13.61806,13.61806,6.7665,6.7665,6.1077,6.1077,3.44,3.44,1.66,1.66,1.24,1.24,2868,2868,2671,2671,12.2,12.2,4.9,4.9,9.07,9.07,7.15,7.15,119,119,404,404,1529,1529,1907,1907,0.168,0.168,0.45,0.45,0.145,0.145,0.937,0.937,0.893168717
ErFeO3,5,15.9994,15.9994,55.845,55.845,167.259,167.259,3.5,3.5,1.64,1.64,-300,-300,1.291,1.291,0.805,0.805,1.21,1.21,13.61806,13.61806,7.9024,7.9024,6.1077,6.1077,3.44,3.44,1.83,1.83,1.24,1.24,2868,2868,2861,2861,12.2,12.2,11.8,11.8,9.07,9.07,7.87,7.87,119,119,247.3,247.3,1529,1529,1538,1538,0.168,0.168,0.449,0.449,0.145,0.145,0.802,0.802,0.87765462
ErMnO3,NaN,15.9994,15.9994,54.938049,54.938049,167.259,167.259,3.5,3.5,1.6,1.6,-300,-300,1.291,1.291,0.806,0.806,1.21,1.21,13.61806,13.61806,7.43402,7.43402,6.1077,6.1077,3.44,3.44,1.55,1.55,1.24,1.24,2868,2868,2061,2061,12.2,12.2,21.7,21.7,9.07,9.07,7.3,7.3,119,119,235,235,1529,1529,1246,1246,0.168,0.168,0.479,0.479,0.145,0.145,0.0782,0.0782,0.877219276
ErNiO3,5,15.9994,15.9994,58.6934,58.6934,167.259,167.259,3.5,3.5,1.75,1.75,-300,-300,1.291,1.291,0.786,0.786,1.21,1.21,13.61806,13.61806,7.6398,7.6398,6.1077,6.1077,3.44,3.44,1.91,1.91,1.24,1.24,2868,2868,2913,2913,12.2,12.2,13.4,13.4,9.07,9.07,8.9,8.9,119,119,290.3,290.3,1529,1529,1455,1455,0.168,0.168,0.445,0.445,0.145,0.145,0.907,0.907,0.886009048
ErScS3,5,32.065,32.065,44.95591,44.95591,167.259,167.259,2.44,2.44,1.2,1.2,-300,-300,1.291,1.291,0.895,0.895,-300,-300,10.36001,10.36001,6.5615,6.5615,6.1077,6.1077,2.58,2.58,1.36,1.36,1.24,1.24,2868,2868,2836,2836,12.2,12.2,10.2,10.2,9.07,9.07,2.99,2.99,119,119,314,314,1529,1529,1541,1541,0.168,0.168,0.567,0.567,0.145,0.145,0.158,0.158,0.706170607
Eu2CoMnO6,NaN,15.9994,15.9994,58.9332,54.938049,151.964,151.964,3.5,3.5,1.7,1.6,-300,-300,1.377,1.377,0.693,0.888,1.21,1.21,13.61806,13.61806,7.881,7.43402,5.6704,5.6704,3.44,3.44,1.88,1.55,-300,-300,1529,1529,2927,2061,35,35,13,21.7,5.24,5.24,8.86,7.3,60.6,60.6,272.5,235,822,822,1495,1246,0.182,0.182,0.421,0.479,0.139,0.139,1,0.0782,0.914414018
Eu2CuTiO6,NaN,15.9994,15.9994,63.546,47.867,151.964,151.964,3.5,3.5,1.75,1.32,-300,-300,1.377,1.377,0.755,0.875,1.21,1.21,13.61806,13.61806,7.72638,6.8281,5.6704,5.6704,3.44,3.44,1.9,1.54,-300,-300,1529,1529,2562,3287,35,35,16.5,8.6,5.24,5.24,8.96,4.51,60.6,60.6,203.5,295.6,822,822,1084.62,1670,0.182,0.182,0.384,0.522,0.139,0.139,4.01,0.219,0.903350737
Eu2HoTaO6,NaN,15.9994,15.9994,164.93032,180.9479,151.964,151.964,3.5,3.5,-300,1.33,-300,-300,1.583,1.583,0.777,1.071,1.21,1.21,13.61806,13.61806,6.0215,7.5496,5.6704,5.6704,3.44,3.44,1.23,1.5,-300,-300,1529,1529,2700,5458,35,35,11.2,6.3,5.24,5.24,8.8,16.4,60.6,60.6,103,202.1,822,822,1474,3007,0.182,0.182,0.165,0.14,0.139,0.139,0.162,0.575,0.925468247
Eu2MnRhO6,NaN,15.9994,15.9994,54.938049,102.9055,151.964,151.964,3.5,3.5,1.6,1.45,-300,-300,1.377,1.377,0.839,0.806,1.21,1.21,13.61806,13.61806,7.43402,7.4589,5.6704,5.6704,3.44,3.44,1.55,2.28,-300,-300,1529,1529,2061,3695,35,35,21.7,8.2,5.24,5.24,7.3,12.4,60.6,60.6,235,258.4,822,822,1246,1963,0.182,0.182,0.479,0.243,0.139,0.139,0.0782,1.5,0.90001734
Eu3NbO6,NaN,15.9994,15.9994,151.964,92.90638,151.964,151.964,3.5,3.5,-300,1.23,-300,-300,1.583,1.583,0.768,1.12,1.21,1.21,13.61806,13.61806,5.6704,6.75885,5.6704,5.6704,3.44,3.44,-300,1.6,-300,-300,1529,1529,1529,4744,35,35,35,7.3,5.24,5.24,5.24,8.57,60.6,60.6,60.6,323,822,822,822,2477,0.182,0.182,0.182,0.265,0.139,0.139,0.139,0.537,0.916875227
EuAlO3,5,15.9994,15.9994,26.981538,26.981538,151.964,151.964,3.5,3.5,1.47,1.47,-300,-300,1.377,1.377,0.666,0.666,1.21,1.21,13.61806,13.61806,5.98577,5.98577,5.6704,5.6704,3.44,3.44,1.61,1.61,-300,-300,1529,1529,2519,2519,35,35,23.1,23.1,5.24,5.24,2.7,2.7,60.6,60.6,399.9,399.9,822,822,660.32,660.32,0.182,0.182,0.904,0.904,0.139,0.139,2.37,2.37,0.975098744
EuBO3,16,15.9994,15.9994,10.811,10.811,151.964,151.964,3.5,3.5,2.01,2.01,-300,-300,1.377,1.377,0.417,0.417,1.21,1.21,13.61806,13.61806,8.29803,8.29803,5.6704,5.6704,3.44,3.44,2.04,2.04,-300,-300,1529,1529,-300,-300,35,35,-300,-300,5.24,5.24,-300,-300,60.6,60.6,-300,-300,822,822,-300,-300,0.182,0.182,-300,-300,0.139,0.139,-300,-300,1.124330205
EuCO3,12,15.9994,15.9994,12.0107,12.0107,151.964,151.964,3.5,3.5,2.5,2.5,-300,-300,1.583,1.583,0.33,0.33,1.21,1.21,13.61806,13.61806,11.2603,11.2603,5.6704,5.6704,3.44,3.44,2.55,2.55,-300,-300,1529,1529,-300,-300,35,35,-300,-300,5.24,5.24,-300,-300,60.6,60.6,-300,-300,822,822,-300,-300,0.182,0.182,-300,-300,0.139,0.139,-300,-300,1.282434571
EuCrO3,5,15.9994,15.9994,51.9961,51.9961,151.964,151.964,3.5,3.5,1.56,1.56,-300,-300,1.377,1.377,0.77,0.77,1.21,1.21,13.61806,13.61806,6.7665,6.7665,5.6704,5.6704,3.44,3.44,1.66,1.66,-300,-300,1529,1529,2671,2671,35,35,4.9,4.9,5.24,5.24,7.15,7.15,60.6,60.6,404,404,822,822,1907,1907,0.182,0.182,0.45,0.45,0.139,0.139,0.937,0.937,0.923881436
EuFeO3,5,15.9994,15.9994,55.845,55.845,151.964,151.964,3.5,3.5,1.64,1.64,-300,-300,1.377,1.377,0.805,0.805,1.21,1.21,13.61806,13.61806,7.9024,7.9024,5.6704,5.6704,3.44,3.44,1.83,1.83,-300,-300,1529,1529,2861,2861,35,35,11.8,11.8,5.24,5.24,7.87,7.87,60.6,60.6,247.3,247.3,822,822,1538,1538,0.182,0.182,0.449,0.449,0.139,0.139,0.802,0.802,0.907833867
EuMnO3,5,15.9994,15.9994,54.938049,54.938049,151.964,151.964,3.5,3.5,1.6,1.6,-300,-300,1.377,1.377,0.806,0.806,1.21,1.21,13.61806,13.61806,7.43402,7.43402,5.6704,5.6704,3.44,3.44,1.55,1.55,-300,-300,1529,1529,2061,2061,35,35,21.7,21.7,5.24,5.24,7.3,7.3,60.6,60.6,235,235,822,822,1246,1246,0.182,0.182,0.479,0.479,0.139,0.139,0.0782,0.0782,0.907383553
EuNiO3,5,15.9994,15.9994,58.6934,58.6934,151.964,151.964,3.5,3.5,1.75,1.75,-300,-300,1.377,1.377,0.786,0.786,1.21,1.21,13.61806,13.61806,7.6398,7.6398,5.6704,5.6704,3.44,3.44,1.91,1.91,-300,-300,1529,1529,2913,2913,35,35,13.4,13.4,5.24,5.24,8.9,8.9,60.6,60.6,290.3,290.3,822,822,1455,1455,0.182,0.182,0.445,0.445,0.139,0.139,0.907,0.907,0.916475573
EuScO3,5,15.9994,15.9994,44.95591,44.95591,151.964,151.964,3.5,3.5,1.2,1.2,-300,-300,1.377,1.377,0.895,0.895,1.21,1.21,13.61806,13.61806,6.5615,6.5615,5.6704,5.6704,3.44,3.44,1.36,1.36,-300,-300,1529,1529,2836,2836,35,35,10.2,10.2,5.24,5.24,2.99,2.99,60.6,60.6,314,314,822,822,1541,1541,0.182,0.182,0.567,0.567,0.139,0.139,0.158,0.158,0.869019118
EuTiO3,3,15.9994,15.9994,47.867,47.867,151.964,151.964,3.5,3.5,1.32,1.32,-300,-300,1.377,1.377,0.837,0.837,1.21,1.21,13.61806,13.61806,6.8281,6.8281,5.6704,5.6704,3.44,3.44,1.54,1.54,-300,-300,1529,1529,3287,3287,35,35,8.6,8.6,5.24,5.24,4.51,4.51,60.6,60.6,295.6,295.6,822,822,1670,1670,0.182,0.182,0.522,0.522,0.139,0.139,0.219,0.219,0.893642034
EuZrO3,5,15.9994,15.9994,91.224,91.224,151.964,151.964,3.5,3.5,1.22,1.22,-300,-300,1.583,1.583,0.868,0.868,1.21,1.21,13.61806,13.61806,6.6339,6.6339,5.6704,5.6704,3.44,3.44,1.33,1.33,-300,-300,1529,1529,4409,4409,35,35,5.7,5.7,5.24,5.24,6.52,6.52,60.6,60.6,230.2,230.2,822,822,1854,1854,0.182,0.182,0.278,0.278,0.139,0.139,0.227,0.227,0.950408681
FeBO3,13,15.9994,15.9994,10.811,10.811,55.845,55.845,3.5,3.5,2.01,2.01,1.64,1.64,1.062,1.062,0.417,0.417,1.21,1.21,13.61806,13.61806,8.29803,8.29803,7.9024,7.9024,3.44,3.44,2.04,2.04,1.83,1.83,2861,2861,-300,-300,11.8,11.8,-300,-300,7.87,7.87,-300,-300,247.3,247.3,-300,-300,1538,1538,-300,-300,0.449,0.449,-300,-300,0.802,0.802,-300,-300,0.987428769
FeCO3,13,15.9994,15.9994,12.0107,12.0107,55.845,55.845,3.5,3.5,2.5,2.5,1.64,1.64,1.187,1.187,0.33,0.33,1.21,1.21,13.61806,13.61806,11.2603,11.2603,7.9024,7.9024,3.44,3.44,2.55,2.55,1.83,1.83,2861,2861,-300,-300,11.8,11.8,-300,-300,7.87,7.87,-300,-300,247.3,247.3,-300,-300,1538,1538,-300,-300,0.449,0.449,-300,-300,0.802,0.802,-300,-300,1.100607113
GaBO3,13,15.9994,15.9994,10.811,10.811,69.723,69.723,3.5,3.5,2.01,2.01,1.82,1.82,1.033,1.033,0.417,0.417,1.21,1.21,13.61806,13.61806,8.29803,8.29803,5.9993,5.9993,3.44,3.44,2.04,2.04,1.81,1.81,2204,2204,-300,-300,18,18,-300,-300,5.91,5.91,-300,-300,80,80,-300,-300,29.767,29.767,-300,-300,0.374,0.374,-300,-300,0.406,0.406,-300,-300,0.974825145
Gd2CoMnO6,NaN,15.9994,15.9994,58.9332,54.938049,157.25,157.25,3.5,3.5,1.7,1.6,-300,-300,1.368,1.368,0.693,0.888,1.21,1.21,13.61806,13.61806,7.881,7.43402,6.1501,6.1501,3.44,3.44,1.88,1.55,1.2,1.2,3273,3273,2927,2061,9.4,9.4,13,21.7,7.9,7.9,8.86,7.3,63.6,63.6,272.5,235,1313,1313,1495,1246,0.235,0.235,0.421,0.479,0.105,0.105,1,0.0782,0.911232833
Gd2CuTiO6,NaN,15.9994,15.9994,63.546,47.867,157.25,157.25,3.5,3.5,1.75,1.32,-300,-300,1.368,1.368,0.755,0.875,1.21,1.21,13.61806,13.61806,7.72638,6.8281,6.1501,6.1501,3.44,3.44,1.9,1.54,1.2,1.2,3273,3273,2562,3287,9.4,9.4,16.5,8.6,7.9,7.9,8.96,4.51,63.6,63.6,203.5,295.6,1313,1313,1084.62,1670,0.235,0.235,0.384,0.522,0.105,0.105,4.01,0.219,0.90020804
Gd2MnRhO6,NaN,15.9994,15.9994,54.938049,102.9055,157.25,157.25,3.5,3.5,1.6,1.45,-300,-300,1.368,1.368,0.839,0.806,1.21,1.21,13.61806,13.61806,7.43402,7.4589,6.1501,6.1501,3.44,3.44,1.55,2.28,1.2,1.2,3273,3273,2061,3695,9.4,9.4,21.7,8.2,7.9,7.9,7.3,12.4,63.6,63.6,235,258.4,1313,1313,1246,1963,0.235,0.235,0.479,0.243,0.105,0.105,0.0782,1.5,0.89688624
Gd2ZnTiO6,NaN,15.9994,15.9994,65.409,47.867,157.25,157.25,3.5,3.5,1.66,1.32,-300,-300,1.368,1.368,0.755,0.9,1.21,1.21,13.61806,13.61806,9.3942,6.8281,6.1501,6.1501,3.44,3.44,1.65,1.54,1.2,1.2,3273,3273,907,3287,9.4,9.4,30.2,8.6,7.9,7.9,7.14,4.51,63.6,63.6,108.1,295.6,1313,1313,419.53,1670,0.235,0.235,0.388,0.522,0.105,0.105,1.16,0.219,0.894685292
GdBO3,16,15.9994,15.9994,10.811,10.811,157.25,157.25,3.5,3.5,2.01,2.01,-300,-300,1.368,1.368,0.417,0.417,1.21,1.21,13.61806,13.61806,8.29803,8.29803,6.1501,6.1501,3.44,3.44,2.04,2.04,1.2,1.2,3273,3273,-300,-300,9.4,9.4,-300,-300,7.9,7.9,-300,-300,63.6,63.6,-300,-300,1313,1313,-300,-300,0.235,0.235,-300,-300,0.105,0.105,-300,-300,1.120418735
GdCoO3,3,15.9994,15.9994,58.9332,58.9332,157.25,157.25,3.5,3.5,1.7,1.7,-300,-300,1.368,1.368,0.683,0.683,1.21,1.21,13.61806,13.61806,7.881,7.881,6.1501,6.1501,3.44,3.44,1.88,1.88,1.2,1.2,3273,3273,2927,2927,9.4,9.4,13,13,7.9,7.9,8.86,8.86,63.6,63.6,272.5,272.5,1313,1313,1495,1495,0.235,0.235,0.421,0.421,0.105,0.105,1,1,0.962980075
GdCrO3,5,15.9994,15.9994,51.9961,51.9961,157.25,157.25,3.5,3.5,1.56,1.56,-300,-300,1.368,1.368,0.77,0.77,1.21,1.21,13.61806,13.61806,6.7665,6.7665,6.1501,6.1501,3.44,3.44,1.66,1.66,1.2,1.2,3273,3273,2671,2671,9.4,9.4,4.9,4.9,7.9,7.9,7.15,7.15,63.6,63.6,404,404,1313,1313,1907,1907,0.235,0.235,0.45,0.45,0.105,0.105,0.937,0.937,0.920667314
GdFeO3,5,15.9994,15.9994,55.845,55.845,157.25,157.25,3.5,3.5,1.64,1.64,-300,-300,1.368,1.368,0.805,0.805,1.21,1.21,13.61806,13.61806,7.9024,7.9024,6.1501,6.1501,3.44,3.44,1.83,1.83,1.2,1.2,3273,3273,2861,2861,9.4,9.4,11.8,11.8,7.9,7.9,7.87,7.87,63.6,63.6,247.3,247.3,1313,1313,1538,1538,0.235,0.235,0.449,0.449,0.105,0.105,0.802,0.802,0.904675574
GdGaO3,5,15.9994,15.9994,69.723,69.723,157.25,157.25,3.5,3.5,1.82,1.82,-300,-300,1.368,1.368,0.776,0.776,1.21,1.21,13.61806,13.61806,5.9993,5.9993,6.1501,6.1501,3.44,3.44,1.81,1.81,1.2,1.2,3273,3273,2204,2204,9.4,9.4,18,18,7.9,7.9,5.91,5.91,63.6,63.6,80,80,1313,1313,29.767,29.767,0.235,0.235,0.374,0.374,0.105,0.105,0.406,0.406,0.917885842
GdMnO3,5,15.9994,15.9994,54.938049,54.938049,157.25,157.25,3.5,3.5,1.6,1.6,-300,-300,1.368,1.368,0.806,0.806,1.21,1.21,13.61806,13.61806,7.43402,7.43402,6.1501,6.1501,3.44,3.44,1.55,1.55,1.2,1.2,3273,3273,2061,2061,9.4,9.4,21.7,21.7,7.9,7.9,7.3,7.3,63.6,63.6,235,235,1313,1313,1246,1246,0.235,0.235,0.479,0.479,0.105,0.105,0.0782,0.0782,0.904226826
GdScO3,5,15.9994,15.9994,44.95591,44.95591,157.25,157.25,3.5,3.5,1.2,1.2,-300,-300,1.368,1.368,0.895,0.895,1.21,1.21,13.61806,13.61806,6.5615,6.5615,6.1501,6.1501,3.44,3.44,1.36,1.36,1.2,1.2,3273,3273,2836,2836,9.4,9.4,10.2,10.2,7.9,7.9,2.99,2.99,63.6,63.6,314,314,1313,1313,1541,1541,0.235,0.235,0.567,0.567,0.105,0.105,0.158,0.158,0.865995858
GdTiO3,5,15.9994,15.9994,47.867,47.867,157.25,157.25,3.5,3.5,1.32,1.32,-300,-300,1.368,1.368,0.837,0.837,1.21,1.21,13.61806,13.61806,6.8281,6.8281,6.1501,6.1501,3.44,3.44,1.54,1.54,1.2,1.2,3273,3273,3287,3287,9.4,9.4,8.6,8.6,7.9,7.9,4.51,4.51,63.6,63.6,295.6,295.6,1313,1313,1670,1670,0.235,0.235,0.522,0.522,0.105,0.105,0.219,0.219,0.890533113
GdVO3,5,15.9994,15.9994,50.9415,50.9415,157.25,157.25,3.5,3.5,1.45,1.45,-300,-300,1.368,1.368,0.789,0.789,1.21,1.21,13.61806,13.61806,6.7462,6.7462,6.1501,6.1501,3.44,3.44,1.63,1.63,1.2,1.2,3273,3273,3407,3407,9.4,9.4,8.4,8.4,7.9,7.9,6,6,63.6,63.6,422,422,1313,1313,1910,1910,0.235,0.235,0.489,0.489,0.105,0.105,0.307,0.307,0.911916599
GdYO3,16,15.9994,15.9994,88.90585,88.90585,157.25,157.25,3.5,3.5,1.11,1.11,-300,-300,1.368,1.368,1.065,1.065,1.21,1.21,13.61806,13.61806,6.2171,6.2171,6.1501,6.1501,3.44,3.44,1.22,1.22,1.2,1.2,3273,3273,3345,3345,9.4,9.4,10.6,10.6,7.9,7.9,4.47,4.47,63.6,63.6,128,128,1313,1313,1522,1522,0.235,0.235,0.298,0.298,0.105,0.105,0.172,0.172,0.80128408
